"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (200,ma,0)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","RSI ‌rsi‌ (14)"
"Tue Sep 13 2022 11:00:00 GMT+0530 (India Standard Time)","18048.85","18052.30","18042.30","18043.25","-0.03","-0.03","0","17993.26","17900.66","18019.73","59.09"
"Tue Sep 13 2022 11:05:00 GMT+0530 (India Standard Time)","18043.20","18052.20","18042.75","18049.85","0.04","0.04","0","17995.20","17902.29","18019.73","61.96"
"Tue Sep 13 2022 11:10:00 GMT+0530 (India Standard Time)","18049.90","18054.20","18045.65","18051.75","0.01","0.01","0","17997.26","17903.88","18019.73","62.77"
"Tue Sep 13 2022 11:15:00 GMT+0530 (India Standard Time)","18050.70","18051.40","18040.40","18046.35","-0.03","-0.03","0","17999.19","17905.42","18019.73","58.93"
"Tue Sep 13 2022 11:20:00 GMT+0530 (India Standard Time)","18046.90","18056.80","18046.25","18054.15","0.04","0.04","0","18001.26","17906.98","18019.73","62.50"
"Tue Sep 13 2022 11:25:00 GMT+0530 (India Standard Time)","18053.80","18055.80","18042.80","18046.45","-0.04","-0.04","0","18003.17","17908.53","18019.73","57.21"
"Tue Sep 13 2022 11:30:00 GMT+0530 (India Standard Time)","18046.75","18051.55","18042.10","18045.80","0","0","0","18005.15","17910.05","18019.73","56.77"
"Tue Sep 13 2022 11:35:00 GMT+0530 (India Standard Time)","18045.40","18049.10","18033.50","18041.60","-0.02","-0.02","0","18006.96","17911.54","18019.73","53.91"
"Tue Sep 13 2022 11:40:00 GMT+0530 (India Standard Time)","18041.10","18052.90","18041.10","18051.90","0.06","0.06","0","18008.96","17913.12","18019.73","59.33"
"Tue Sep 13 2022 11:45:00 GMT+0530 (India Standard Time)","18052.95","18054.95","18049.55","18053.95","0.01","0.01","0","18011.13","17914.78","18019.73","60.33"
"Tue Sep 13 2022 11:50:00 GMT+0530 (India Standard Time)","18052.80","18059.05","18049.15","18058.55","0.03","0.03","0","18013.46","17916.43","18019.73","62.55"
"Tue Sep 13 2022 11:55:00 GMT+0530 (India Standard Time)","18057.25","18071.55","18057.25","18065.15","0.04","0.04","0","18015.50","17918.01","18021.83","65.54"
"Tue Sep 13 2022 12:00:00 GMT+0530 (India Standard Time)","18065.25","18070.90","18060.45","18067.65","0.01","0.01","0","18017.34","17919.58","18028.14","66.62"
"Tue Sep 13 2022 12:05:00 GMT+0530 (India Standard Time)","18067.65","18078.85","18066.60","18075.85","0.05","0.05","0","18019.31","17921.23","18030.91","69.96"
"Tue Sep 13 2022 12:10:00 GMT+0530 (India Standard Time)","18075.85","18078.00","18068.15","18070.95","-0.03","-0.03","0","18021.45","17922.84","18039.11","65.73"
"Tue Sep 13 2022 12:15:00 GMT+0530 (India Standard Time)","18070.80","18072.45","18062.25","18070.85","0","0","0","18023.60","17924.40","18039.11","65.64"
"Tue Sep 13 2022 12:20:00 GMT+0530 (India Standard Time)","18071.50","18071.70","18063.10","18066.90","-0.02","-0.02","0","18025.90","17925.88","18039.11","62.13"
"Tue Sep 13 2022 12:25:00 GMT+0530 (India Standard Time)","18067.90","18074.95","18066.55","18072.85","0.03","0.03","0","18028.21","17927.35","18039.11","65.15"
"Tue Sep 13 2022 12:30:00 GMT+0530 (India Standard Time)","18072.65","18079.75","18072.65","18075.85","0.02","0.02","0","18030.59","17928.87","18039.11","66.60"
"Tue Sep 13 2022 12:35:00 GMT+0530 (India Standard Time)","18076.05","18079.70","18061.00","18061.00","-0.08","-0.08","0","18032.90","17930.28","18041.37","54.52"
"Tue Sep 13 2022 12:40:00 GMT+0530 (India Standard Time)","18060.55","18062.90","18057.55","18061.85","0","0","0","18035.09","17931.66","18041.37","55.03"
"Tue Sep 13 2022 12:45:00 GMT+0530 (India Standard Time)","18061.95","18073.25","18061.85","18071.40","0.05","0.05","0","18037.34","17933.06","18041.37","60.33"
"Tue Sep 13 2022 12:50:00 GMT+0530 (India Standard Time)","18071.30","18072.50","18064.70","18069.25","-0.01","-0.01","0","18039.62","17934.43","18041.37","58.66"
"Tue Sep 13 2022 12:55:00 GMT+0530 (India Standard Time)","18068.30","18076.80","18066.40","18076.50","0.04","0.04","0","18042.13","17935.81","18041.37","62.45"
"Tue Sep 13 2022 13:00:00 GMT+0530 (India Standard Time)","18075.65","18079.15","18072.50","18077.95","0.01","0.01","0","18044.77","17937.18","18042.60","63.17"
"Tue Sep 13 2022 13:05:00 GMT+0530 (India Standard Time)","18078.25","18080.70","18070.10","18076.95","-0.01","-0.01","0","18047.64","17938.59","18044.72","62.28"
"Tue Sep 13 2022 13:10:00 GMT+0530 (India Standard Time)","18077.40","18079.65","18067.30","18067.35","-0.05","-0.05","0","18050.39","17939.94","18044.72","54.31"
"Tue Sep 13 2022 13:15:00 GMT+0530 (India Standard Time)","18068.20","18075.70","18060.40","18069.50","0.01","0.01","0","18053.27","17941.30","18044.72","55.68"
"Tue Sep 13 2022 13:20:00 GMT+0530 (India Standard Time)","18069.85","18071.80","18060.90","18064.05","-0.03","-0.03","0","18055.92","17942.62","18044.72","51.48"
"Tue Sep 13 2022 13:25:00 GMT+0530 (India Standard Time)","18064.10","18067.10","18060.50","18064.40","0","0","0","18056.63","17943.44","18044.72","51.73"
"Tue Sep 13 2022 13:30:00 GMT+0530 (India Standard Time)","18064.25","18068.60","18063.45","18066.55","0.01","0.01","0","18057.13","17944.32","18044.72","53.33"
"Tue Sep 13 2022 13:35:00 GMT+0530 (India Standard Time)","18066.10","18071.40","18058.90","18069.05","0.01","0.01","0","18057.75","17945.20","18044.72","55.20"
"Tue Sep 13 2022 13:40:00 GMT+0530 (India Standard Time)","18068.70","18070.35","18063.05","18064.45","-0.03","-0.03","0","18058.20","17946.15","18044.72","51.15"
"Tue Sep 13 2022 13:45:00 GMT+0530 (India Standard Time)","18064.00","18075.70","18063.80","18072.80","0.05","0.05","0","18058.68","17947.13","18044.72","57.27"
"Tue Sep 13 2022 13:50:00 GMT+0530 (India Standard Time)","18072.30","18084.05","18072.30","18083.40","0.06","0.06","0","18059.23","17948.08","18044.72","63.53"
"Tue Sep 13 2022 13:55:00 GMT+0530 (India Standard Time)","18083.20","18086.25","18076.85","18077.10","-0.03","-0.03","0","18059.71","17949.05","18050.98","58.09"
"Tue Sep 13 2022 14:00:00 GMT+0530 (India Standard Time)","18076.45","18079.70","18071.55","18072.35","-0.03","-0.03","0","18060.03","17949.95","18050.98","54.31"
"Tue Sep 13 2022 14:05:00 GMT+0530 (India Standard Time)","18072.65","18086.65","18072.15","18081.75","0.05","0.05","0","18060.56","17950.88","18050.98","59.87"
"Tue Sep 13 2022 14:10:00 GMT+0530 (India Standard Time)","18082.30","18087.95","18080.40","18081.95","0","0","0","18061.12","17951.79","18050.98","59.98"
"Tue Sep 13 2022 14:15:00 GMT+0530 (India Standard Time)","18081.20","18083.90","18060.55","18065.90","-0.09","-0.09","0","18061.41","17952.59","18050.98","48.36"
"Tue Sep 13 2022 14:20:00 GMT+0530 (India Standard Time)","18066.05","18073.70","18064.65","18071.50","0.03","0.03","0","18061.67","17953.47","18050.98","51.86"
"Tue Sep 13 2022 14:25:00 GMT+0530 (India Standard Time)","18071.50","18076.25","18069.45","18072.55","0.01","0.01","0","18061.90","17954.30","18050.98","52.51"
"Tue Sep 13 2022 14:30:00 GMT+0530 (India Standard Time)","18072.80","18078.40","18069.60","18069.80","-0.02","-0.02","0","18062.24","17955.10","18050.98","50.59"
"Tue Sep 13 2022 14:35:00 GMT+0530 (India Standard Time)","18069.70","18074.05","18062.65","18073.35","0.02","0.02","0","18063.03","17955.95","18050.98","52.99"
"Tue Sep 13 2022 14:40:00 GMT+0530 (India Standard Time)","18073.45","18080.25","18062.25","18077.95","0.03","0.03","0","18063.86","17956.77","18050.98","55.97"
"Tue Sep 13 2022 14:45:00 GMT+0530 (India Standard Time)","18077.85","18083.20","18069.05","18070.05","-0.04","-0.04","0","18064.56","17957.56","18050.98","50.09"
"Tue Sep 13 2022 14:50:00 GMT+0530 (India Standard Time)","18069.95","18075.45","18066.20","18068.05","-0.01","-0.01","0","18065.02","17958.43","18050.98","48.69"
"Tue Sep 13 2022 14:55:00 GMT+0530 (India Standard Time)","18068.55","18073.60","18066.45","18067.95","0","0","0","18065.40","17959.31","18050.98","48.62"
"Tue Sep 13 2022 15:00:00 GMT+0530 (India Standard Time)","18067.60","18084.10","18065.35","18082.95","0.08","0.08","0","18066.15","17960.28","18050.98","58.63"
"Tue Sep 13 2022 15:05:00 GMT+0530 (India Standard Time)","18082.60","18082.70","18075.45","18078.90","-0.02","-0.02","0","18066.76","17961.17","18050.98","55.49"
"Tue Sep 13 2022 15:10:00 GMT+0530 (India Standard Time)","18078.40","18079.70","18067.75","18070.00","-0.05","-0.05","0","18067.30","17962.08","18050.98","49.24"
"Tue Sep 13 2022 15:15:00 GMT+0530 (India Standard Time)","18069.65","18070.95","18061.00","18061.30","-0.05","-0.05","0","18067.53","17962.96","18050.98","44.02"
"Tue Sep 13 2022 15:20:00 GMT+0530 (India Standard Time)","18061.10","18067.00","18058.45","18064.15","0.02","0.02","0","18067.78","17963.86","18050.98","46.04"
"Tue Sep 13 2022 15:25:00 GMT+0530 (India Standard Time)","18063.60","18069.20","18063.45","18066.50","0.01","0.01","0","18068.18","17964.82","18050.98","47.71"
"Wed Sep 14 2022 09:15:00 GMT+0530 (India Standard Time)","17771.15","17886.70","17771.15","17863.95","-1.12","-1.12","0","18064.38","17964.81","18050.98","12.30"
"Wed Sep 14 2022 09:20:00 GMT+0530 (India Standard Time)","17859.00","17905.20","17852.55","17904.35","0.23","0.23","0","18061.53","17964.93","17937.06","24.36"
"Wed Sep 14 2022 09:25:00 GMT+0530 (India Standard Time)","17902.15","17922.85","17895.40","17916.85","0.07","0.07","0","18058.95","17965.15","17937.06","27.68"
"Wed Sep 14 2022 09:30:00 GMT+0530 (India Standard Time)","17916.80","17931.90","17899.65","17919.25","0.01","0.01","0","18056.51","17965.42","17937.06","28.32"
"Wed Sep 14 2022 09:35:00 GMT+0530 (India Standard Time)","17920.25","17922.35","17910.40","17912.40","-0.04","-0.04","0","18053.72","17965.69","17937.06","27.56"
"Wed Sep 14 2022 09:40:00 GMT+0530 (India Standard Time)","17913.35","17929.35","17906.25","17926.00","0.08","0.08","0","18051.16","17966.05","17937.06","31.50"
"Wed Sep 14 2022 09:45:00 GMT+0530 (India Standard Time)","17925.90","17945.50","17924.30","17942.35","0.09","0.09","0","18048.83","17966.45","17937.06","36.00"
"Wed Sep 14 2022 09:50:00 GMT+0530 (India Standard Time)","17941.40","17941.95","17904.25","17905.70","-0.20","-0.20","0","18045.65","17966.67","17866.97","31.07"
"Wed Sep 14 2022 09:55:00 GMT+0530 (India Standard Time)","17905.15","17905.15","17883.55","17901.70","-0.02","-0.02","0","18042.33","17966.98","17866.97","30.58"
"Wed Sep 14 2022 10:00:00 GMT+0530 (India Standard Time)","17903.80","17919.35","17898.65","17915.25","0.08","0.08","0","18039.11","17967.34","17866.97","34.37"
"Wed Sep 14 2022 10:05:00 GMT+0530 (India Standard Time)","17914.15","17924.20","17913.20","17924.20","0.05","0.05","0","18036.18","17967.84","17866.97","36.82"
"Wed Sep 14 2022 10:10:00 GMT+0530 (India Standard Time)","17923.95","17927.40","17913.50","17913.50","-0.06","-0.06","0","18033.03","17968.20","17866.97","35.13"
"Wed Sep 14 2022 10:15:00 GMT+0530 (India Standard Time)","17913.60","17914.85","17903.45","17910.05","-0.02","-0.02","0","18029.90","17968.58","17866.97","34.58"
"Wed Sep 14 2022 10:20:00 GMT+0530 (India Standard Time)","17909.40","17916.20","17906.55","17911.10","0.01","0.01","0","18026.66","17969.01","17866.97","34.91"
"Wed Sep 14 2022 10:25:00 GMT+0530 (India Standard Time)","17911.55","17914.90","17903.05","17914.45","0.02","0.02","0","18023.43","17969.40","17866.97","36.04"
"Wed Sep 14 2022 10:30:00 GMT+0530 (India Standard Time)","17915.05","17928.35","17913.15","17925.45","0.06","0.06","0","18020.72","17969.79","17866.97","39.72"
"Wed Sep 14 2022 10:35:00 GMT+0530 (India Standard Time)","17925.65","17932.20","17917.60","17919.85","-0.03","-0.03","0","18017.88","17970.09","17866.97","38.51"
"Wed Sep 14 2022 10:40:00 GMT+0530 (India Standard Time)","17919.30","17926.70","17915.55","17924.65","0.03","0.03","0","18014.95","17970.46","17866.97","40.20"
"Wed Sep 14 2022 10:45:00 GMT+0530 (India Standard Time)","17924.70","17926.65","17922.15","17926.10","0.01","0.01","0","18012.08","17970.87","17866.97","40.73"
"Wed Sep 14 2022 10:50:00 GMT+0530 (India Standard Time)","17925.75","17939.70","17922.15","17939.30","0.07","0.07","0","18009.34","17971.30","17866.97","45.46"
"Wed Sep 14 2022 10:55:00 GMT+0530 (India Standard Time)","17938.95","17945.50","17933.65","17944.50","0.03","0.03","0","18006.67","17971.85","17878.61","47.25"
"Wed Sep 14 2022 11:00:00 GMT+0530 (India Standard Time)","17944.95","17947.10","17935.85","17942.35","-0.01","-0.01","0","18003.98","17972.38","17885.01","46.57"
"Wed Sep 14 2022 11:05:00 GMT+0530 (India Standard Time)","17943.15","17957.30","17943.15","17957.30","0.08","0.08","0","18001.78","17973.01","17885.01","51.77"
"Wed Sep 14 2022 11:10:00 GMT+0530 (India Standard Time)","17957.30","17957.75","17943.50","17949.05","-0.05","-0.05","0","17999.37","17973.63","17899.67","48.94"
"Wed Sep 14 2022 11:15:00 GMT+0530 (India Standard Time)","17948.45","17954.05","17946.80","17953.70","0.03","0.03","0","17997.16","17974.40","17899.67","50.58"
"Wed Sep 14 2022 11:20:00 GMT+0530 (India Standard Time)","17953.65","17963.55","17953.65","17959.80","0.03","0.03","0","17995.07","17975.13","17899.67","52.72"
"Wed Sep 14 2022 11:25:00 GMT+0530 (India Standard Time)","17959.75","17963.15","17949.90","17952.60","-0.04","-0.04","0","17992.79","17975.81","17905.77","49.97"
"Wed Sep 14 2022 11:30:00 GMT+0530 (India Standard Time)","17952.00","17954.75","17944.85","17946.35","-0.03","-0.03","0","17990.34","17976.47","17905.77","47.64"
"Wed Sep 14 2022 11:35:00 GMT+0530 (India Standard Time)","17946.00","17962.30","17945.60","17961.10","0.08","0.08","0","17988.27","17977.18","17905.77","53.18"
"Wed Sep 14 2022 11:40:00 GMT+0530 (India Standard Time)","17961.70","17973.70","17961.25","17973.20","0.07","0.07","0","17986.28","17977.86","17908.98","57.19"
"Wed Sep 14 2022 11:45:00 GMT+0530 (India Standard Time)","17972.70","17979.45","17966.45","17974.00","0","0","0","17984.09","17978.52","17921.76","57.45"
"Wed Sep 14 2022 11:50:00 GMT+0530 (India Standard Time)","17973.20","17978.70","17970.20","17975.20","0.01","0.01","0","17982.05","17979.16","17923.15","57.86"
"Wed Sep 14 2022 11:55:00 GMT+0530 (India Standard Time)","17973.95","17987.75","17971.45","17985.10","0.06","0.06","0","17980.31","17979.86","17925.56","61.20"
"Wed Sep 14 2022 12:00:00 GMT+0530 (India Standard Time)","17984.40","17996.90","17984.40","17996.35","0.06","0.06","0","17978.60","17980.63","17935.49","64.63"
"Wed Sep 14 2022 12:05:00 GMT+0530 (India Standard Time)","17996.10","18007.20","17995.30","18007.20","0.06","0.06","0","17977.10","17981.43","17947.32","67.60"
"Wed Sep 14 2022 12:10:00 GMT+0530 (India Standard Time)","18005.95","18014.90","18001.60","18002.55","-0.03","-0.03","0","17975.84","17982.18","17958.81","65.07"
"Wed Sep 14 2022 12:15:00 GMT+0530 (India Standard Time)","18001.40","18009.50","18001.40","18005.55","0.02","0.02","0","17974.52","17982.91","17958.81","65.96"
"Wed Sep 14 2022 12:20:00 GMT+0530 (India Standard Time)","18004.80","18017.95","18001.65","18017.35","0.07","0.07","0","17973.41","17983.71","17958.81","69.25"
"Wed Sep 14 2022 12:25:00 GMT+0530 (India Standard Time)","18016.60","18020.55","18012.15","18017.10","0","0","0","17972.36","17984.59","17970.39","69.10"
"Wed Sep 14 2022 12:30:00 GMT+0530 (India Standard Time)","18016.85","18043.20","18016.85","18031.45","0.08","0.08","0","17971.52","17985.47","17971.18","72.80"
"Wed Sep 14 2022 12:35:00 GMT+0530 (India Standard Time)","18030.65","18044.15","18028.75","18042.20","0.06","0.06","0","17970.81","17986.39","17983.95","75.20"
"Wed Sep 14 2022 12:40:00 GMT+0530 (India Standard Time)","18041.90","18045.50","18033.40","18040.50","-0.01","-0.01","0","17970.21","17987.31","17994.76","74.09"
"Wed Sep 14 2022 12:45:00 GMT+0530 (India Standard Time)","18041.80","18047.15","18017.80","18018.85","-0.12","-0.12","0","17969.23","17988.12","17994.76","61.59"
"Wed Sep 14 2022 12:50:00 GMT+0530 (India Standard Time)","18018.20","18036.70","18018.20","18027.75","0.05","0.05","0","17968.43","17988.98","17994.76","64.26"
"Wed Sep 14 2022 12:55:00 GMT+0530 (India Standard Time)","18027.35","18028.60","18016.65","18018.95","-0.05","-0.05","0","17967.15","17989.82","17994.76","59.83"
"Wed Sep 14 2022 13:00:00 GMT+0530 (India Standard Time)","18019.10","18036.95","18012.25","18033.20","0.08","0.08","0","17966.23","17990.73","17994.76","64.14"
"Wed Sep 14 2022 13:05:00 GMT+0530 (India Standard Time)","18033.45","18051.15","18032.50","18046.55","0.07","0.07","0","17965.76","17991.77","17994.76","67.64"
"Wed Sep 14 2022 13:10:00 GMT+0530 (India Standard Time)","18046.80","18056.90","18043.10","18055.90","0.05","0.05","0","17965.66","17992.93","17996.49","69.86"
"Wed Sep 14 2022 13:15:00 GMT+0530 (India Standard Time)","18055.30","18057.15","18049.95","18052.15","-0.02","-0.02","0","17965.42","17994.12","18006.25","67.85"
"Wed Sep 14 2022 13:20:00 GMT+0530 (India Standard Time)","18052.35","18052.70","18042.65","18050.05","-0.01","-0.01","0","17965.09","17995.22","18006.25","66.70"
"Wed Sep 14 2022 13:25:00 GMT+0530 (India Standard Time)","18050.65","18056.90","18043.60","18046.05","-0.02","-0.02","0","17968.73","17995.85","18006.25","64.44"
"Wed Sep 14 2022 13:30:00 GMT+0530 (India Standard Time)","18048.35","18059.95","18045.30","18056.85","0.06","0.06","0","17971.78","17996.60","18006.25","67.62"
"Wed Sep 14 2022 13:35:00 GMT+0530 (India Standard Time)","18057.50","18064.75","18054.55","18059.65","0.02","0.02","0","17974.63","17997.32","18009.91","68.41"
"Wed Sep 14 2022 13:40:00 GMT+0530 (India Standard Time)","18059.90","18059.95","18045.35","18048.85","-0.06","-0.06","0","17977.23","17997.99","18013.49","62.12"
"Wed Sep 14 2022 13:45:00 GMT+0530 (India Standard Time)","18048.65","18051.25","18026.85","18028.90","-0.11","-0.11","0","17979.56","17998.48","18013.49","52.51"
"Wed Sep 14 2022 13:50:00 GMT+0530 (India Standard Time)","18028.45","18029.50","18003.95","18018.40","-0.06","-0.06","0","17981.40","17998.89","18013.49","48.28"
"Wed Sep 14 2022 13:55:00 GMT+0530 (India Standard Time)","18018.30","18024.00","18009.05","18020.90","0.01","0.01","0","17982.98","17999.31","18013.49","49.33"
"Wed Sep 14 2022 14:00:00 GMT+0530 (India Standard Time)","18019.60","18042.40","18019.60","18042.40","0.12","0.12","0","17985.71","17999.78","18013.49","57.33"
"Wed Sep 14 2022 14:05:00 GMT+0530 (India Standard Time)","18041.50","18059.30","18041.45","18057.00","0.08","0.08","0","17988.82","18000.35","18013.49","61.75"
"Wed Sep 14 2022 14:10:00 GMT+0530 (India Standard Time)","18056.95","18073.50","18056.50","18072.85","0.09","0.09","0","17991.97","18000.94","18013.49","65.88"
"Wed Sep 14 2022 14:15:00 GMT+0530 (India Standard Time)","18072.15","18072.15","18058.90","18068.35","-0.02","-0.02","0","17994.85","18001.51","18023.10","63.77"
"Wed Sep 14 2022 14:20:00 GMT+0530 (India Standard Time)","18070.20","18087.90","18069.20","18086.20","0.10","0.10","0","17998.30","18002.11","18023.10","68.12"
"Wed Sep 14 2022 14:25:00 GMT+0530 (India Standard Time)","18086.65","18090.65","18078.35","18084.75","-0.01","-0.01","0","18001.80","18002.73","18036.38","67.41"
"Wed Sep 14 2022 14:30:00 GMT+0530 (India Standard Time)","18085.60","18087.55","18071.85","18074.30","-0.06","-0.06","0","18005.06","18003.33","18036.38","62.38"
"Wed Sep 14 2022 14:35:00 GMT+0530 (India Standard Time)","18074.10","18084.20","18067.70","18084.20","0.05","0.05","0","18008.46","18003.99","18036.38","65.04"
"Wed Sep 14 2022 14:40:00 GMT+0530 (India Standard Time)","18084.70","18084.70","18073.40","18077.00","-0.04","-0.04","0","18011.49","18004.68","18036.38","61.63"
"Wed Sep 14 2022 14:45:00 GMT+0530 (India Standard Time)","18077.00","18082.05","18061.00","18064.70","-0.07","-0.07","0","18014.39","18005.29","18036.38","56.20"
"Wed Sep 14 2022 14:50:00 GMT+0530 (India Standard Time)","18065.25","18072.45","18060.25","18068.00","0.02","0.02","0","18017.25","18005.92","18036.38","57.28"
"Wed Sep 14 2022 14:55:00 GMT+0530 (India Standard Time)","18068.40","18074.45","18062.60","18065.30","-0.01","-0.01","0","18020.04","18006.57","18036.38","56.06"
"Wed Sep 14 2022 15:00:00 GMT+0530 (India Standard Time)","18066.15","18075.35","18020.00","18026.45","-0.22","-0.21","0","18021.78","18007.00","18036.38","42.09"
"Wed Sep 14 2022 15:05:00 GMT+0530 (India Standard Time)","18026.10","18031.50","18017.35","18017.35","-0.05","-0.05","0","18023.24","18007.40","18079.96","39.60"
"Wed Sep 14 2022 15:10:00 GMT+0530 (India Standard Time)","18018.25","18020.00","17980.45","17980.45","-0.20","-0.20","0","18024.00","18007.56","18070.34","31.48"
"Wed Sep 14 2022 15:15:00 GMT+0530 (India Standard Time)","17980.20","17996.50","17978.30","17994.35","0.08","0.08","0","18024.74","18007.78","18036.56","36.74"
"Wed Sep 14 2022 15:20:00 GMT+0530 (India Standard Time)","17994.60","17994.60","17971.10","17978.90","-0.09","-0.09","0","18025.34","18007.94","18036.56","33.65"
"Wed Sep 14 2022 15:25:00 GMT+0530 (India Standard Time)","17978.25","18003.30","17977.20","18000.65","0.12","0.12","0","18026.28","18008.18","18035.63","41.16"
"Thu Sep 15 2022 09:15:00 GMT+0530 (India Standard Time)","18046.35","18091.15","18046.35","18083.75","0.46","0.46","0","18028.75","18008.84","18035.63","59.86"
"Thu Sep 15 2022 09:20:00 GMT+0530 (India Standard Time)","18083.75","18095.40","18063.90","18081.00","-0.02","-0.02","0","18031.32","18009.47","18015.81","59.19"
"Thu Sep 15 2022 09:25:00 GMT+0530 (India Standard Time)","18082.75","18087.85","18072.90","18074.65","-0.04","-0.04","0","18033.89","18010.08","18015.81","57.59"
"Thu Sep 15 2022 09:30:00 GMT+0530 (India Standard Time)","18074.90","18078.75","18056.40","18056.40","-0.10","-0.10","0","18035.79","18010.60","18015.81","53.13"
"Thu Sep 15 2022 09:35:00 GMT+0530 (India Standard Time)","18057.35","18069.75","18018.05","18018.60","-0.21","-0.21","0","18036.70","18010.91","18015.81","45.31"
"Thu Sep 15 2022 09:40:00 GMT+0530 (India Standard Time)","18017.70","18041.70","18014.75","18032.40","0.08","0.08","0","18037.87","18011.31","18015.81","48.30"
"Thu Sep 15 2022 09:45:00 GMT+0530 (India Standard Time)","18031.65","18049.05","18031.00","18040.70","0.05","0.05","0","18039.18","18011.72","18015.81","50.07"
"Thu Sep 15 2022 09:50:00 GMT+0530 (India Standard Time)","18042.05","18042.05","18006.65","18006.65","-0.19","-0.19","0","18039.61","18011.96","18015.81","43.50"
"Thu Sep 15 2022 09:55:00 GMT+0530 (India Standard Time)","18006.95","18006.95","17972.40","17976.70","-0.17","-0.17","0","18039.22","18012.03","18079.97","38.68"
"Thu Sep 15 2022 10:00:00 GMT+0530 (India Standard Time)","17975.80","17984.00","17954.70","17970.90","-0.03","-0.03","0","18038.49","18012.07","18051.47","37.81"
"Thu Sep 15 2022 10:05:00 GMT+0530 (India Standard Time)","17970.35","17982.55","17956.50","17962.55","-0.05","-0.05","0","18037.69","18012.04","18046.29","36.53"
"Thu Sep 15 2022 10:10:00 GMT+0530 (India Standard Time)","17963.00","17975.10","17941.85","17971.55","0.05","0.05","0","18037.01","18012.11","18038.07","38.93"
"Thu Sep 15 2022 10:15:00 GMT+0530 (India Standard Time)","17972.30","17995.95","17966.10","17982.50","0.06","0.06","0","18036.32","18012.23","18038.07","41.81"
"Thu Sep 15 2022 10:20:00 GMT+0530 (India Standard Time)","17982.70","17997.00","17981.70","17987.70","0.03","0.03","0","18035.73","18012.39","18038.07","43.18"
"Thu Sep 15 2022 10:25:00 GMT+0530 (India Standard Time)","17988.15","17990.80","17957.10","17972.85","-0.08","-0.08","0","18034.56","18012.47","18038.07","40.26"
"Thu Sep 15 2022 10:30:00 GMT+0530 (India Standard Time)","17973.00","17974.10","17942.65","17943.25","-0.16","-0.16","0","18032.58","18012.39","18038.07","35.17"
"Thu Sep 15 2022 10:35:00 GMT+0530 (India Standard Time)","17943.05","17947.75","17931.95","17933.40","-0.05","-0.05","0","18030.44","18012.26","18021.08","33.64"
"Thu Sep 15 2022 10:40:00 GMT+0530 (India Standard Time)","17933.35","17940.10","17915.35","17915.35","-0.10","-0.10","0","18028.37","18012.09","18009.78","30.99"
"Thu Sep 15 2022 10:45:00 GMT+0530 (India Standard Time)","17914.95","17924.85","17896.65","17899.00","-0.09","-0.09","0","18025.79","18011.79","17991.63","28.78"
"Thu Sep 15 2022 10:50:00 GMT+0530 (India Standard Time)","17898.50","17905.85","17885.05","17903.80","0.03","0.03","0","18023.49","18011.54","17975.67","30.35"
"Thu Sep 15 2022 10:55:00 GMT+0530 (India Standard Time)","17904.40","17928.15","17901.75","17914.80","0.06","0.06","0","18021.12","18011.37","17975.67","33.95"
"Thu Sep 15 2022 11:00:00 GMT+0530 (India Standard Time)","17914.55","17924.30","17907.55","17909.85","-0.03","-0.03","0","18018.39","18011.18","17975.67","33.12"
"Thu Sep 15 2022 11:05:00 GMT+0530 (India Standard Time)","17909.80","17910.00","17884.90","17886.55","-0.13","-0.13","0","18015.00","18010.85","17975.67","29.47"
"Thu Sep 15 2022 11:10:00 GMT+0530 (India Standard Time)","17885.80","17889.15","17875.70","17887.50","0.01","0.01","0","18011.71","18010.54","17961.48","29.81"
"Thu Sep 15 2022 11:15:00 GMT+0530 (India Standard Time)","17887.40","17898.00","17865.65","17898.00","0.06","0.06","0","18008.66","18010.28","17960.78","33.61"
"Thu Sep 15 2022 11:20:00 GMT+0530 (India Standard Time)","17897.65","17919.10","17890.80","17919.05","0.12","0.12","0","18006.12","18010.12","17960.78","40.57"
"Thu Sep 15 2022 11:25:00 GMT+0530 (India Standard Time)","17919.75","17922.35","17907.25","17920.35","0.01","0.01","0","18003.39","18009.97","17960.78","40.98"
"Thu Sep 15 2022 11:30:00 GMT+0530 (India Standard Time)","17921.25","17921.25","17902.85","17917.30","-0.02","-0.02","0","18000.55","18009.82","17960.78","40.28"
"Thu Sep 15 2022 11:35:00 GMT+0530 (India Standard Time)","17917.65","17940.10","17912.85","17937.55","0.11","0.11","0","17998.32","18009.75","17960.78","46.81"
"Thu Sep 15 2022 11:40:00 GMT+0530 (India Standard Time)","17938.10","17940.75","17916.05","17920.10","-0.10","-0.10","0","17996.15","18009.60","17960.78","42.50"
"Thu Sep 15 2022 11:45:00 GMT+0530 (India Standard Time)","17922.25","17927.50","17914.10","17922.70","0.01","0.01","0","17994.23","18009.48","17960.78","43.34"
"Thu Sep 15 2022 11:50:00 GMT+0530 (India Standard Time)","17922.90","17925.30","17898.15","17899.15","-0.13","-0.13","0","17991.80","18009.27","17960.78","37.94"
"Thu Sep 15 2022 11:55:00 GMT+0530 (India Standard Time)","17900.25","17904.40","17894.40","17897.75","-0.01","-0.01","0","17988.90","18008.94","17960.78","37.64"
