"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (200,ma,0)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","RSI ‌rsi‌ (14)"
"Mon Oct 10 2022 13:00:00 GMT+0530 (India Standard Time)","17270.15","17270.50","17239.10","17243.95","-0.15","-0.15","0","17161.74","17285.91","17221.25","61.65"
"Mon Oct 10 2022 13:05:00 GMT+0530 (India Standard Time)","17242.30","17259.20","17242.30","17252.25","0.05","0.05","0","17160.65","17285.80","17221.25","63.53"
"Mon Oct 10 2022 13:10:00 GMT+0530 (India Standard Time)","17252.05","17258.50","17227.55","17235.45","-0.10","-0.10","0","17159.15","17285.59","17221.25","57.39"
"Mon Oct 10 2022 13:15:00 GMT+0530 (India Standard Time)","17235.25","17241.55","17226.05","17229.90","-0.03","-0.03","0","17157.31","17285.35","17221.25","55.49"
"Mon Oct 10 2022 13:20:00 GMT+0530 (India Standard Time)","17230.15","17233.15","17214.00","17218.25","-0.07","-0.07","0","17155.35","17285.05","17221.25","51.61"
"Mon Oct 10 2022 13:25:00 GMT+0530 (India Standard Time)","17217.65","17218.60","17204.55","17209.10","-0.05","-0.05","0","17157.63","17284.22","17276.00","48.73"
"Mon Oct 10 2022 13:30:00 GMT+0530 (India Standard Time)","17208.70","17213.70","17195.00","17198.00","-0.06","-0.06","0","17159.66","17283.33","17266.11","45.42"
"Mon Oct 10 2022 13:35:00 GMT+0530 (India Standard Time)","17197.05","17207.85","17188.90","17203.50","0.03","0.03","0","17161.29","17282.37","17254.97","47.33"
"Mon Oct 10 2022 13:40:00 GMT+0530 (India Standard Time)","17203.40","17229.30","17200.55","17225.00","0.12","0.13","0","17163.67","17281.61","17254.97","54.09"
"Mon Oct 10 2022 13:45:00 GMT+0530 (India Standard Time)","17224.85","17225.50","17191.35","17200.65","-0.14","-0.14","0","17165.58","17280.74","17254.97","46.77"
"Mon Oct 10 2022 13:50:00 GMT+0530 (India Standard Time)","17200.00","17210.80","17192.80","17193.85","-0.04","-0.04","0","17167.28","17279.92","17254.97","44.94"
"Mon Oct 10 2022 13:55:00 GMT+0530 (India Standard Time)","17193.65","17196.15","17172.15","17172.15","-0.13","-0.13","0","17168.99","17278.86","17254.00","39.61"
"Mon Oct 10 2022 14:00:00 GMT+0530 (India Standard Time)","17172.20","17173.00","17152.20","17157.20","-0.09","-0.09","0","17170.51","17277.68","17232.86","36.41"
"Mon Oct 10 2022 14:05:00 GMT+0530 (India Standard Time)","17156.95","17158.25","17140.10","17153.00","-0.02","-0.02","0","17172.10","17276.46","17217.99","35.54"
"Mon Oct 10 2022 14:10:00 GMT+0530 (India Standard Time)","17154.25","17164.10","17142.75","17159.35","0.04","0.04","0","17173.62","17275.18","17213.49","37.95"
"Mon Oct 10 2022 14:15:00 GMT+0530 (India Standard Time)","17160.10","17181.70","17156.10","17180.65","0.12","0.12","0","17175.65","17274.02","17213.49","45.34"
"Mon Oct 10 2022 14:20:00 GMT+0530 (India Standard Time)","17180.25","17183.15","17166.10","17182.95","0.01","0.01","0","17177.60","17272.93","17213.49","46.09"
"Mon Oct 10 2022 14:25:00 GMT+0530 (India Standard Time)","17182.80","17198.75","17177.35","17197.50","0.08","0.08","0","17179.78","17271.84","17213.49","50.67"
"Mon Oct 10 2022 14:30:00 GMT+0530 (India Standard Time)","17198.15","17224.00","17198.15","17213.90","0.10","0.10","0","17181.97","17270.87","17213.49","55.29"
"Mon Oct 10 2022 14:35:00 GMT+0530 (India Standard Time)","17213.90","17221.20","17205.05","17217.15","0.02","0.02","0","17184.16","17269.90","17151.93","56.17"
"Mon Oct 10 2022 14:40:00 GMT+0530 (India Standard Time)","17216.40","17217.55","17188.65","17197.30","-0.12","-0.12","0","17185.88","17268.85","17155.82","49.76"
"Mon Oct 10 2022 14:45:00 GMT+0530 (India Standard Time)","17197.40","17223.00","17196.55","17223.00","0.15","0.15","0","17188.53","17267.99","17155.82","56.66"
"Mon Oct 10 2022 14:50:00 GMT+0530 (India Standard Time)","17222.30","17245.35","17221.20","17238.40","0.09","0.09","0","17191.38","17267.19","17159.66","60.18"
"Mon Oct 10 2022 14:55:00 GMT+0530 (India Standard Time)","17237.30","17237.55","17218.00","17232.60","-0.03","-0.03","0","17194.07","17266.39","17174.63","58.26"
"Mon Oct 10 2022 15:00:00 GMT+0530 (India Standard Time)","17230.45","17239.75","17219.85","17222.70","-0.06","-0.06","0","17196.39","17265.53","17174.63","55.03"
"Mon Oct 10 2022 15:05:00 GMT+0530 (India Standard Time)","17222.95","17232.70","17219.05","17229.60","0.04","0.04","0","17198.77","17264.68","17174.63","56.83"
"Mon Oct 10 2022 15:10:00 GMT+0530 (India Standard Time)","17229.45","17261.70","17229.45","17253.20","0.14","0.14","0","17201.79","17263.89","17174.63","62.37"
"Mon Oct 10 2022 15:15:00 GMT+0530 (India Standard Time)","17253.45","17256.95","17238.80","17243.40","-0.06","-0.06","0","17204.36","17263.06","17189.18","58.98"
"Mon Oct 10 2022 15:20:00 GMT+0530 (India Standard Time)","17242.65","17248.90","17239.30","17245.00","0.01","0.01","0","17206.75","17262.29","17189.18","59.37"
"Mon Oct 10 2022 15:25:00 GMT+0530 (India Standard Time)","17244.85","17254.70","17243.60","17252.45","0.04","0.04","0","17209.35","17261.63","17189.18","61.21"
"Tue Oct 11 2022 09:15:00 GMT+0530 (India Standard Time)","17256.05","17256.05","17173.85","17185.50","-0.39","-0.39","0","17210.64","17260.70","17191.90","42.56"
"Tue Oct 11 2022 09:20:00 GMT+0530 (India Standard Time)","17185.75","17205.85","17181.00","17189.90","0.03","0.03","0","17211.91","17259.86","17254.91","43.78"
"Tue Oct 11 2022 09:25:00 GMT+0530 (India Standard Time)","17189.75","17207.25","17173.85","17191.05","0.01","0.01","0","17212.90","17259.03","17254.91","44.11"
"Tue Oct 11 2022 09:30:00 GMT+0530 (India Standard Time)","17192.25","17202.05","17178.90","17184.00","-0.04","-0.04","0","17213.68","17258.10","17254.91","42.45"
"Tue Oct 11 2022 09:35:00 GMT+0530 (India Standard Time)","17183.45","17190.05","17167.00","17185.35","0.01","0.01","0","17214.03","17257.22","17254.91","42.89"
"Tue Oct 11 2022 09:40:00 GMT+0530 (India Standard Time)","17185.15","17203.80","17185.15","17187.00","0.01","0.01","0","17214.43","17256.37","17254.91","43.47"
"Tue Oct 11 2022 09:45:00 GMT+0530 (India Standard Time)","17187.30","17196.05","17179.15","17180.15","-0.04","-0.04","0","17214.53","17255.42","17254.91","41.60"
"Tue Oct 11 2022 09:50:00 GMT+0530 (India Standard Time)","17180.55","17180.70","17154.70","17155.55","-0.14","-0.14","0","17213.79","17254.38","17249.45","35.69"
"Tue Oct 11 2022 09:55:00 GMT+0530 (India Standard Time)","17155.00","17162.40","17150.85","17152.05","-0.02","-0.02","0","17213.04","17253.28","17225.26","34.93"
"Tue Oct 11 2022 10:00:00 GMT+0530 (India Standard Time)","17152.10","17166.90","17141.30","17163.15","0.06","0.06","0","17212.15","17252.23","17220.09","39.35"
"Tue Oct 11 2022 10:05:00 GMT+0530 (India Standard Time)","17162.80","17174.80","17160.20","17162.30","0","0","0","17211.13","17251.12","17220.09","39.13"
"Tue Oct 11 2022 10:10:00 GMT+0530 (India Standard Time)","17162.25","17177.70","17152.65","17175.25","0.08","0.08","0","17210.12","17250.04","17220.09","44.22"
"Tue Oct 11 2022 10:15:00 GMT+0530 (India Standard Time)","17174.70","17188.20","17174.60","17177.20","0.01","0.01","0","17209.59","17248.97","17220.09","44.97"
"Tue Oct 11 2022 10:20:00 GMT+0530 (India Standard Time)","17177.65","17180.50","17157.05","17157.25","-0.12","-0.12","0","17208.43","17247.90","17220.09","39.19"
"Tue Oct 11 2022 10:25:00 GMT+0530 (India Standard Time)","17157.50","17157.55","17132.35","17134.35","-0.13","-0.13","0","17205.96","17246.71","17220.09","33.82"
"Tue Oct 11 2022 10:30:00 GMT+0530 (India Standard Time)","17133.50","17133.50","17116.80","17127.00","-0.04","-0.04","0","17203.28","17245.42","17201.35","32.29"
"Tue Oct 11 2022 10:35:00 GMT+0530 (India Standard Time)","17127.45","17151.85","17127.05","17151.35","0.14","0.14","0","17200.98","17244.21","17193.32","41.70"
"Tue Oct 11 2022 10:40:00 GMT+0530 (India Standard Time)","17151.05","17167.75","17145.20","17165.35","0.08","0.08","0","17199.04","17243.03","17193.32","46.31"
"Tue Oct 11 2022 10:45:00 GMT+0530 (India Standard Time)","17164.60","17172.10","17156.70","17170.25","0.03","0.03","0","17196.91","17241.91","17193.32","47.87"
"Tue Oct 11 2022 10:50:00 GMT+0530 (India Standard Time)","17170.00","17171.15","17155.30","17157.15","-0.08","-0.08","0","17194.65","17240.66","17193.32","44.18"
"Tue Oct 11 2022 10:55:00 GMT+0530 (India Standard Time)","17156.85","17160.70","17144.25","17149.25","-0.05","-0.05","0","17192.76","17239.37","17193.32","42.08"
"Tue Oct 11 2022 11:00:00 GMT+0530 (India Standard Time)","17149.60","17152.20","17144.15","17150.20","0.01","0.01","0","17190.72","17238.15","17193.32","42.43"
"Tue Oct 11 2022 11:05:00 GMT+0530 (India Standard Time)","17149.40","17160.35","17148.40","17151.45","0.01","0.01","0","17189.04","17236.92","17193.32","42.93"
"Tue Oct 11 2022 11:10:00 GMT+0530 (India Standard Time)","17151.50","17165.25","17149.50","17150.65","0","0","0","17187.45","17235.73","17193.32","42.68"
"Tue Oct 11 2022 11:15:00 GMT+0530 (India Standard Time)","17149.95","17161.30","17149.70","17151.00","0","0","0","17186.11","17234.46","17193.32","42.83"
"Tue Oct 11 2022 11:20:00 GMT+0530 (India Standard Time)","17151.25","17165.40","17147.45","17165.40","0.08","0.08","0","17185.23","17233.27","17193.32","49.09"
"Tue Oct 11 2022 11:25:00 GMT+0530 (India Standard Time)","17165.95","17181.80","17165.95","17177.60","0.07","0.07","0","17184.82","17232.12","17193.32","53.71"
"Tue Oct 11 2022 11:30:00 GMT+0530 (India Standard Time)","17177.20","17184.00","17175.15","17182.35","0.03","0.03","0","17184.40","17231.00","17193.32","55.41"
"Tue Oct 11 2022 11:35:00 GMT+0530 (India Standard Time)","17182.20","17184.35","17170.00","17171.70","-0.06","-0.06","0","17183.33","17229.87","17193.32","50.90"
"Tue Oct 11 2022 11:40:00 GMT+0530 (India Standard Time)","17171.30","17181.95","17160.75","17181.65","0.06","0.06","0","17182.96","17228.80","17193.32","54.62"
"Tue Oct 11 2022 11:45:00 GMT+0530 (India Standard Time)","17181.55","17195.85","17180.50","17192.15","0.06","0.06","0","17182.92","17227.84","17193.32","58.21"
"Tue Oct 11 2022 11:50:00 GMT+0530 (India Standard Time)","17191.85","17195.45","17185.55","17192.05","0","0","0","17183.32","17226.93","17193.32","58.16"
"Tue Oct 11 2022 11:55:00 GMT+0530 (India Standard Time)","17191.80","17194.35","17185.65","17191.95","0","0","0","17184.01","17226.01","17193.32","58.11"
"Tue Oct 11 2022 12:00:00 GMT+0530 (India Standard Time)","17191.45","17212.65","17187.00","17206.55","0.08","0.09","0","17185.09","17225.21","17193.32","63.17"
"Tue Oct 11 2022 12:05:00 GMT+0530 (India Standard Time)","17205.95","17211.00","17201.35","17210.65","0.02","0.02","0","17186.11","17224.48","17151.97","64.46"
"Tue Oct 11 2022 12:10:00 GMT+0530 (India Standard Time)","17210.60","17213.35","17197.25","17201.35","-0.05","-0.05","0","17186.53","17223.72","17157.29","59.36"
"Tue Oct 11 2022 12:15:00 GMT+0530 (India Standard Time)","17202.55","17208.60","17200.60","17201.70","0","0","0","17186.90","17222.97","17157.29","59.49"
"Tue Oct 11 2022 12:20:00 GMT+0530 (India Standard Time)","17201.80","17202.45","17173.75","17177.10","-0.14","-0.14","0","17186.49","17222.09","17157.29","47.89"
"Tue Oct 11 2022 12:25:00 GMT+0530 (India Standard Time)","17176.95","17178.25","17150.40","17150.75","-0.15","-0.15","0","17185.23","17221.15","17157.29","39.10"
"Tue Oct 11 2022 12:30:00 GMT+0530 (India Standard Time)","17149.95","17152.85","17126.65","17138.35","-0.07","-0.07","0","17183.65","17220.13","17205.56","35.77"
"Tue Oct 11 2022 12:35:00 GMT+0530 (India Standard Time)","17139.55","17139.90","17115.70","17125.60","-0.07","-0.07","0","17182.22","17219.05","17194.29","32.69"
"Tue Oct 11 2022 12:40:00 GMT+0530 (India Standard Time)","17126.10","17127.90","17103.95","17113.10","-0.07","-0.07","0","17180.02","17217.87","17182.33","29.96"
"Tue Oct 11 2022 12:45:00 GMT+0530 (India Standard Time)","17113.00","17136.50","17106.40","17135.05","0.13","0.13","0","17177.95","17216.76","17170.55","39.50"
"Tue Oct 11 2022 12:50:00 GMT+0530 (India Standard Time)","17134.80","17137.10","17124.30","17128.20","-0.04","-0.04","0","17175.87","17215.61","17170.55","37.77"
"Tue Oct 11 2022 12:55:00 GMT+0530 (India Standard Time)","17127.25","17161.30","17127.25","17159.80","0.18","0.18","0","17174.61","17214.66","17170.55","48.89"
"Tue Oct 11 2022 13:00:00 GMT+0530 (India Standard Time)","17158.95","17165.15","17140.45","17140.95","-0.11","-0.11","0","17172.83","17213.73","17170.55","43.85"
"Tue Oct 11 2022 13:05:00 GMT+0530 (India Standard Time)","17141.45","17153.45","17140.15","17143.35","0.01","0.01","0","17170.64","17212.79","17170.55","44.64"
"Tue Oct 11 2022 13:10:00 GMT+0530 (India Standard Time)","17143.35","17146.05","17119.20","17124.65","-0.11","-0.11","0","17168.26","17211.77","17170.55","39.97"
"Tue Oct 11 2022 13:15:00 GMT+0530 (India Standard Time)","17123.95","17131.00","17116.25","17125.35","0","0","0","17165.87","17210.77","17170.55","40.22"
"Tue Oct 11 2022 13:20:00 GMT+0530 (India Standard Time)","17125.45","17127.75","17109.05","17123.50","-0.01","-0.01","0","17163.29","17209.80","17170.55","39.75"
"Tue Oct 11 2022 13:25:00 GMT+0530 (India Standard Time)","17123.50","17123.50","17105.40","17121.30","-0.01","-0.01","0","17162.01","17208.84","17170.55","39.15"
"Tue Oct 11 2022 13:30:00 GMT+0530 (India Standard Time)","17121.50","17130.60","17102.55","17125.30","0.02","0.02","0","17160.72","17208.02","17170.55","40.88"
"Tue Oct 11 2022 13:35:00 GMT+0530 (India Standard Time)","17124.85","17130.80","17112.65","17129.30","0.02","0.02","0","17159.48","17207.33","17170.55","42.63"
"Tue Oct 11 2022 13:40:00 GMT+0530 (India Standard Time)","17129.70","17143.35","17128.90","17132.75","0.02","0.02","0","17158.46","17206.71","17170.55","44.16"
"Tue Oct 11 2022 13:45:00 GMT+0530 (India Standard Time)","17131.15","17139.95","17120.50","17132.00","0","0","0","17157.39","17206.08","17170.55","43.89"
"Tue Oct 11 2022 13:50:00 GMT+0530 (India Standard Time)","17131.65","17141.25","17118.55","17121.05","-0.06","-0.06","0","17156.07","17205.40","17170.55","39.97"
"Tue Oct 11 2022 13:55:00 GMT+0530 (India Standard Time)","17120.90","17127.65","17115.15","17121.05","0","0","0","17154.89","17204.60","17170.55","39.97"
"Tue Oct 11 2022 14:00:00 GMT+0530 (India Standard Time)","17121.75","17123.40","17107.20","17111.90","-0.05","-0.05","0","17154.01","17203.65","17170.55","36.79"
"Tue Oct 11 2022 14:05:00 GMT+0530 (India Standard Time)","17111.65","17118.85","17106.00","17118.80","0.04","0.04","0","17153.35","17202.62","17170.30","40.63"
"Tue Oct 11 2022 14:10:00 GMT+0530 (India Standard Time)","17119.60","17137.15","17107.50","17135.35","0.10","0.10","0","17152.79","17201.74","17170.30","48.68"
"Tue Oct 11 2022 14:15:00 GMT+0530 (India Standard Time)","17134.80","17140.75","17125.60","17128.35","-0.04","-0.04","0","17152.11","17200.83","17170.30","45.85"
"Tue Oct 11 2022 14:20:00 GMT+0530 (India Standard Time)","17128.10","17134.20","17106.40","17106.95","-0.12","-0.12","0","17150.75","17199.91","17170.30","38.48"
"Tue Oct 11 2022 14:25:00 GMT+0530 (India Standard Time)","17106.25","17111.55","17083.00","17088.10","-0.11","-0.11","0","17148.97","17198.91","17166.46","33.39"
"Tue Oct 11 2022 14:30:00 GMT+0530 (India Standard Time)","17087.85","17094.10","17079.00","17086.25","-0.01","-0.01","0","17147.55","17197.95","17148.85","32.93"
"Tue Oct 11 2022 14:35:00 GMT+0530 (India Standard Time)","17087.20","17088.40","17070.85","17082.15","-0.02","-0.02","0","17146.50","17196.99","17146.27","31.88"
"Tue Oct 11 2022 14:40:00 GMT+0530 (India Standard Time)","17080.80","17088.05","17077.15","17084.20","0.01","0.01","0","17145.65","17196.09","17141.82","33.03"
"Tue Oct 11 2022 14:45:00 GMT+0530 (India Standard Time)","17084.15","17092.40","17076.85","17085.70","0.01","0.01","0","17144.33","17195.20","17141.82","33.91"
"Tue Oct 11 2022 14:50:00 GMT+0530 (India Standard Time)","17084.60","17086.85","17040.60","17040.60","-0.26","-0.26","0","17141.84","17194.02","17141.82","23.80"
"Tue Oct 11 2022 14:55:00 GMT+0530 (India Standard Time)","17040.40","17040.40","17020.55","17021.10","-0.11","-0.11","0","17138.85","17192.83","17102.28","20.90"
"Tue Oct 11 2022 15:00:00 GMT+0530 (India Standard Time)","17020.85","17021.65","16993.75","16996.95","-0.14","-0.14","0","17135.65","17191.47","17082.70","17.98"
"Tue Oct 11 2022 15:05:00 GMT+0530 (India Standard Time)","16996.95","17017.50","16991.90","17007.30","0.06","0.06","0","17132.81","17190.23","17059.61","22.95"
"Tue Oct 11 2022 15:10:00 GMT+0530 (India Standard Time)","17008.00","17016.50","16980.45","16980.45","-0.16","-0.16","0","17129.42","17188.85","17059.61","19.63"
"Tue Oct 11 2022 15:15:00 GMT+0530 (India Standard Time)","16982.40","16983.65","16966.90","16972.20","-0.05","-0.05","0","17125.83","17187.39","17045.91","18.73"
"Tue Oct 11 2022 15:20:00 GMT+0530 (India Standard Time)","16972.40","16973.40","16954.60","16956.10","-0.09","-0.09","0","17121.94","17185.84","17036.94","17.09"
"Tue Oct 11 2022 15:25:00 GMT+0530 (India Standard Time)","16956.00","16965.65","16950.65","16964.15","0.05","0.05","0","17118.20","17184.29","17020.44","20.83"
"Wed Oct 12 2022 09:15:00 GMT+0530 (India Standard Time)","17025.55","17034.20","16997.35","17011.85","0.28","0.28","0","17115.13","17183.07","17020.44","38.51"
"Wed Oct 12 2022 09:20:00 GMT+0530 (India Standard Time)","17012.40","17026.35","16978.05","17021.95","0.06","0.06","0","17112.02","17181.91","17020.44","41.50"
"Wed Oct 12 2022 09:25:00 GMT+0530 (India Standard Time)","17021.75","17052.30","17021.75","17052.25","0.18","0.18","0","17109.42","17180.91","16947.99","49.42"
"Wed Oct 12 2022 09:30:00 GMT+0530 (India Standard Time)","17052.25","17063.65","17033.20","17055.50","0.02","0.02","0","17107.09","17179.86","16977.45","50.20"
"Wed Oct 12 2022 09:35:00 GMT+0530 (India Standard Time)","17056.30","17062.40","17043.45","17056.40","0.01","0.01","0","17104.59","17178.85","16979.91","50.42"
"Wed Oct 12 2022 09:40:00 GMT+0530 (India Standard Time)","17056.25","17070.30","17055.60","17063.80","0.04","0.04","0","17102.02","17177.83","16981.71","52.35"
"Wed Oct 12 2022 09:45:00 GMT+0530 (India Standard Time)","17063.65","17067.50","17041.80","17043.70","-0.12","-0.12","0","17099.05","17176.76","16990.56","47.00"
"Wed Oct 12 2022 09:50:00 GMT+0530 (India Standard Time)","17044.30","17071.20","17044.15","17061.70","0.11","0.11","0","17096.45","17175.84","16990.56","51.76"
"Wed Oct 12 2022 09:55:00 GMT+0530 (India Standard Time)","17061.90","17065.05","17051.40","17055.10","-0.04","-0.04","0","17093.42","17174.97","16990.56","49.99"
"Wed Oct 12 2022 10:00:00 GMT+0530 (India Standard Time)","17056.25","17056.90","17020.80","17025.70","-0.17","-0.17","0","17089.72","17173.98","16990.56","42.94"
"Wed Oct 12 2022 10:05:00 GMT+0530 (India Standard Time)","17025.50","17025.60","16992.35","16995.20","-0.18","-0.18","0","17085.60","17172.80","16990.56","37.10"
"Wed Oct 12 2022 10:10:00 GMT+0530 (India Standard Time)","16995.05","17010.55","16990.95","17007.60","0.07","0.07","0","17081.72","17171.64","16990.56","40.63"
"Wed Oct 12 2022 10:15:00 GMT+0530 (India Standard Time)","17006.20","17027.50","16999.80","17019.70","0.07","0.07","0","17078.57","17170.52","16990.56","43.95"
"Wed Oct 12 2022 10:20:00 GMT+0530 (India Standard Time)","17019.75","17041.05","17013.70","17037.95","0.11","0.11","0","17076.31","17169.47","16990.56","48.60"
"Wed Oct 12 2022 10:25:00 GMT+0530 (India Standard Time)","17037.55","17045.90","17029.15","17043.20","0.03","0.03","0","17074.41","17168.38","16990.56","49.89"
"Wed Oct 12 2022 10:30:00 GMT+0530 (India Standard Time)","17043.30","17046.00","17018.25","17019.20","-0.14","-0.14","0","17072.28","17167.16","16990.56","44.41"
"Wed Oct 12 2022 10:35:00 GMT+0530 (India Standard Time)","17018.90","17019.45","17002.15","17006.55","-0.07","-0.07","0","17070.15","17165.80","16990.56","41.80"
"Wed Oct 12 2022 10:40:00 GMT+0530 (India Standard Time)","17006.45","17017.35","17004.25","17008.20","0.01","0.01","0","17067.61","17164.45","16990.56","42.27"
"Wed Oct 12 2022 10:45:00 GMT+0530 (India Standard Time)","17007.40","17007.60","16972.45","16972.45","-0.21","-0.21","0","17064.50","17162.92","16990.56","35.50"
"Wed Oct 12 2022 10:50:00 GMT+0530 (India Standard Time)","16971.85","16974.10","16962.10","16963.35","-0.05","-0.05","0","17060.57","17161.40","17045.91","34.00"
"Wed Oct 12 2022 10:55:00 GMT+0530 (India Standard Time)","16963.05","16978.25","16960.50","16971.15","0.05","0.05","0","17057.17","17159.91","17035.02","36.47"
"Wed Oct 12 2022 11:00:00 GMT+0530 (India Standard Time)","16971.00","16988.30","16964.50","16984.95","0.08","0.08","0","17054.01","17158.45","17035.02","40.70"
"Wed Oct 12 2022 11:05:00 GMT+0530 (India Standard Time)","16985.80","16993.10","16974.95","16974.95","-0.06","-0.06","0","17051.01","17157.00","17035.02","38.69"
"Wed Oct 12 2022 11:10:00 GMT+0530 (India Standard Time)","16975.70","16994.85","16968.65","16994.85","0.12","0.12","0","17048.40","17155.66","17035.02","44.55"
"Wed Oct 12 2022 11:15:00 GMT+0530 (India Standard Time)","16995.85","17009.40","16992.45","17007.85","0.08","0.08","0","17046.09","17154.39","17035.02","48.05"
"Wed Oct 12 2022 11:20:00 GMT+0530 (India Standard Time)","17007.65","17022.85","17003.00","17018.50","0.06","0.06","0","17044.03","17153.21","17035.02","50.79"
"Wed Oct 12 2022 11:25:00 GMT+0530 (India Standard Time)","17018.55","17020.10","17010.60","17017.95","0","0","0","17041.89","17152.00","17035.02","50.64"
"Wed Oct 12 2022 11:30:00 GMT+0530 (India Standard Time)","17018.65","17029.00","17008.80","17009.40","-0.05","-0.05","0","17039.49","17150.73","17035.02","48.28"
"Wed Oct 12 2022 11:35:00 GMT+0530 (India Standard Time)","17009.75","17034.10","17008.95","17033.00","0.14","0.14","0","17037.49","17149.51","17035.02","54.58"
"Wed Oct 12 2022 11:40:00 GMT+0530 (India Standard Time)","17034.25","17053.45","17034.25","17052.80","0.12","0.12","0","17035.91","17148.41","17035.02","59.08"
"Wed Oct 12 2022 11:45:00 GMT+0530 (India Standard Time)","17053.20","17059.30","17048.90","17048.90","-0.02","-0.02","0","17034.47","17147.20","16985.87","57.86"
"Wed Oct 12 2022 11:50:00 GMT+0530 (India Standard Time)","17048.45","17050.45","17031.75","17041.95","-0.04","-0.04","0","17032.88","17146.01","16985.87","55.66"
"Wed Oct 12 2022 11:55:00 GMT+0530 (India Standard Time)","17041.45","17065.25","17041.30","17064.65","0.13","0.13","0","17031.94","17144.92","16985.87","60.89"
"Wed Oct 12 2022 12:00:00 GMT+0530 (India Standard Time)","17064.45","17083.30","17062.00","17083.30","0.11","0.11","0","17031.23","17143.88","16999.52","64.59"
"Wed Oct 12 2022 12:05:00 GMT+0530 (India Standard Time)","17082.50","17088.05","17081.35","17084.25","0.01","0.01","0","17030.21","17142.88","17018.22","64.77"
"Wed Oct 12 2022 12:10:00 GMT+0530 (India Standard Time)","17084.95","17101.00","17084.95","17099.65","0.09","0.09","0","17029.63","17141.87","17021.32","67.68"
"Wed Oct 12 2022 12:15:00 GMT+0530 (India Standard Time)","17099.65","17103.10","17091.25","17095.35","-0.03","-0.03","0","17029.40","17140.85","17037.32","66.04"
"Wed Oct 12 2022 12:20:00 GMT+0530 (India Standard Time)","17094.95","17102.60","17090.70","17095.85","0","0","0","17029.56","17139.85","17037.32","66.14"
"Wed Oct 12 2022 12:25:00 GMT+0530 (India Standard Time)","17095.65","17104.15","17091.65","17104.15","0.05","0.05","0","17029.91","17138.85","17037.32","67.88"
"Wed Oct 12 2022 12:30:00 GMT+0530 (India Standard Time)","17104.05","17105.30","17074.75","17079.05","-0.15","-0.15","0","17029.85","17137.69","17045.37","58.16"
"Wed Oct 12 2022 12:35:00 GMT+0530 (India Standard Time)","17078.90","17102.50","17075.00","17079.90","0","0.01","0","17029.77","17136.57","17045.37","58.38"
"Wed Oct 12 2022 12:40:00 GMT+0530 (India Standard Time)","17080.10","17089.80","17066.20","17071.35","-0.05","-0.05","0","17029.48","17135.29","17045.37","55.27"
"Wed Oct 12 2022 12:45:00 GMT+0530 (India Standard Time)","17070.90","17076.00","17065.45","17067.30","-0.02","-0.02","0","17030.01","17133.94","17045.37","53.81"
"Wed Oct 12 2022 12:50:00 GMT+0530 (India Standard Time)","17066.95","17085.65","17065.30","17082.00","0.09","0.09","0","17031.23","17132.74","17045.37","58.14"
"Wed Oct 12 2022 12:55:00 GMT+0530 (India Standard Time)","17084.85","17089.85","17054.05","17058.80","-0.14","-0.14","0","17032.47","17131.47","17045.37","50.15"
"Wed Oct 12 2022 13:00:00 GMT+0530 (India Standard Time)","17059.35","17063.80","17048.85","17060.15","0.01","0.01","0","17033.52","17130.21","17045.37","50.57"
"Wed Oct 12 2022 13:05:00 GMT+0530 (India Standard Time)","17059.60","17069.25","17050.70","17054.90","-0.03","-0.03","0","17035.01","17128.95","17045.37","48.83"
"Wed Oct 12 2022 13:10:00 GMT+0530 (India Standard Time)","17054.40","17061.20","17043.55","17048.05","-0.04","-0.04","0","17036.53","17127.64","17045.37","46.57"
"Wed Oct 12 2022 13:15:00 GMT+0530 (India Standard Time)","17048.00","17067.40","17044.40","17051.95","0.02","0.02","0","17038.45","17126.29","17045.37","48.04"
"Wed Oct 12 2022 13:20:00 GMT+0530 (India Standard Time)","17053.05","17060.55","17050.00","17058.10","0.04","0.04","0","17040.33","17125.00","17045.37","50.37"
"Wed Oct 12 2022 13:25:00 GMT+0530 (India Standard Time)","17057.70","17062.25","17038.00","17039.70","-0.11","-0.11","0","17040.88","17124.72","17045.37","44.02"
"Wed Oct 12 2022 13:30:00 GMT+0530 (India Standard Time)","17039.80","17064.60","17035.50","17062.80","0.14","0.14","0","17041.70","17124.55","17100.38","52.17"
"Wed Oct 12 2022 13:35:00 GMT+0530 (India Standard Time)","17062.55","17068.85","17056.55","17059.40","-0.02","-0.02","0","17041.84","17124.24","17100.38","50.99"
"Wed Oct 12 2022 13:40:00 GMT+0530 (India Standard Time)","17059.85","17066.00","17049.60","17050.05","-0.05","-0.05","0","17041.73","17123.96","17100.38","47.80"
"Wed Oct 12 2022 13:45:00 GMT+0530 (India Standard Time)","17050.20","17068.10","17049.45","17059.30","0.05","0.05","0","17041.79","17123.73","17100.38","51.06"
"Wed Oct 12 2022 13:50:00 GMT+0530 (India Standard Time)","17059.65","17078.00","17058.60","17076.40","0.10","0.10","0","17042.04","17123.57","17100.38","56.48"
"Wed Oct 12 2022 13:55:00 GMT+0530 (India Standard Time)","17076.70","17090.60","17076.70","17085.90","0.06","0.06","0","17042.89","17123.56","17100.38","59.18"
