Date,Open,High,Low,Close,% Change,% Change vs Average,Volume,"MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (200,ma,0)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)",RSI ‌rsi‌ (14),Day,Month,Dt,Year,Time,OpenClose,HighLow
Thu Sep 08 2022 12:30:00 GMT+0530 (India Standard Time),17742.85,17750.45,17739.15,17748.95,0.04,0.04,0,17727.83,17661.72,17722.77,53.96,Thu,Sep,08,2022,12:30:00,0.0344,-0.0637
Thu Sep 08 2022 12:35:00 GMT+0530 (India Standard Time),17747.95,17760.7,17747.35,17759.7,0.06,0.06,0,17730.83,17662.17,17722.77,59.2,Thu,Sep,08,2022,12:35:00,0.0662,-0.0752
Thu Sep 08 2022 12:40:00 GMT+0530 (India Standard Time),17760.25,17761.55,17750.55,17751.05,-0.05,-0.05,0,17733.4,17662.61,17722.77,53.88,Thu,Sep,08,2022,12:40:00,-0.0518,-0.062
Thu Sep 08 2022 12:45:00 GMT+0530 (India Standard Time),17751.0,17751.55,17740.85,17746.25,-0.03,-0.03,0,17736.14,17663.02,17722.77,51.14,Thu,Sep,08,2022,12:45:00,-0.0268,-0.0603
Thu Sep 08 2022 12:50:00 GMT+0530 (India Standard Time),17746.15,17746.95,17728.75,17732.6,-0.08,-0.08,0,17738.47,17663.42,17722.77,44.24,Thu,Sep,08,2022,12:50:00,-0.0764,-0.1027
Thu Sep 08 2022 12:55:00 GMT+0530 (India Standard Time),17732.7,17739.5,17707.5,17707.5,-0.14,-0.14,0,17740.23,17663.57,17722.77,34.9,Thu,Sep,08,2022,12:55:00,-0.1423,-0.1807
Thu Sep 08 2022 13:00:00 GMT+0530 (India Standard Time),17712.15,17721.35,17692.9,17711.2,0.02,0.02,0,17742.11,17663.78,17750.1,37.01,Thu,Sep,08,2022,13:00:00,-0.0054,-0.1608
Thu Sep 08 2022 13:05:00 GMT+0530 (India Standard Time),17711.35,17714.15,17703.05,17711.05,0.0,0.0,0,17743.99,17663.97,17750.1,36.96,Thu,Sep,08,2022,13:05:00,-0.0017,-0.0627
Thu Sep 08 2022 13:10:00 GMT+0530 (India Standard Time),17711.0,17723.65,17707.75,17723.2,0.07,0.07,0,17745.82,17664.26,17750.1,43.88,Thu,Sep,08,2022,13:10:00,0.0688,-0.0898
Thu Sep 08 2022 13:15:00 GMT+0530 (India Standard Time),17722.95,17737.55,17722.15,17734.9,0.07,0.07,0,17747.96,17664.63,17750.1,49.61,Thu,Sep,08,2022,13:15:00,0.0674,-0.0869
Thu Sep 08 2022 13:20:00 GMT+0530 (India Standard Time),17734.55,17739.6,17732.2,17737.1,0.01,0.01,0,17750.11,17665.05,17750.1,50.63,Thu,Sep,08,2022,13:20:00,0.0144,-0.0417
Thu Sep 08 2022 13:25:00 GMT+0530 (India Standard Time),17736.7,17744.0,17733.15,17741.85,0.03,0.03,0,17750.27,17665.08,17750.1,52.85,Thu,Sep,08,2022,13:25:00,0.029,-0.0612
Thu Sep 08 2022 13:30:00 GMT+0530 (India Standard Time),17741.8,17744.15,17735.1,17736.6,-0.03,-0.03,0,17749.65,17665.04,17750.1,50.17,Thu,Sep,08,2022,13:30:00,-0.0293,-0.051
Thu Sep 08 2022 13:35:00 GMT+0530 (India Standard Time),17736.75,17749.1,17729.25,17743.05,0.04,0.04,0,17749.02,17665.15,17750.1,53.31,Thu,Sep,08,2022,13:35:00,0.0355,-0.112
Thu Sep 08 2022 13:40:00 GMT+0530 (India Standard Time),17743.0,17749.7,17740.9,17742.45,0.0,0.0,0,17748.21,17665.38,17750.1,52.97,Thu,Sep,08,2022,13:40:00,-0.0031,-0.0496
Thu Sep 08 2022 13:45:00 GMT+0530 (India Standard Time),17742.35,17744.55,17733.25,17735.3,-0.04,-0.04,0,17747.43,17665.69,17750.1,49.02,Thu,Sep,08,2022,13:45:00,-0.0398,-0.0637
Thu Sep 08 2022 13:50:00 GMT+0530 (India Standard Time),17735.85,17738.05,17722.25,17722.25,-0.07,-0.07,0,17746.41,17665.92,17750.1,42.76,Thu,Sep,08,2022,13:50:00,-0.0767,-0.0892
Thu Sep 08 2022 13:55:00 GMT+0530 (India Standard Time),17722.15,17734.0,17718.2,17728.75,0.04,0.04,0,17745.68,17666.17,17750.1,46.43,Thu,Sep,08,2022,13:55:00,0.0372,-0.0892
Thu Sep 08 2022 14:00:00 GMT+0530 (India Standard Time),17728.65,17751.85,17727.8,17750.55,0.12,0.12,0,17745.2,17666.58,17750.1,56.51,Thu,Sep,08,2022,14:00:00,0.1234,-0.1357
Thu Sep 08 2022 14:05:00 GMT+0530 (India Standard Time),17751.0,17754.9,17748.9,17752.4,0.01,0.01,0,17744.92,17666.95,17706.89,57.24,Thu,Sep,08,2022,14:05:00,0.0079,-0.0338
Thu Sep 08 2022 14:10:00 GMT+0530 (India Standard Time),17752.45,17754.7,17739.8,17746.75,-0.03,-0.03,0,17744.4,17667.34,17709.96,54.23,Thu,Sep,08,2022,14:10:00,-0.0321,-0.084
Thu Sep 08 2022 14:15:00 GMT+0530 (India Standard Time),17746.45,17749.2,17740.4,17748.7,0.01,0.01,0,17744.18,17667.86,17709.96,55.11,Thu,Sep,08,2022,14:15:00,0.0127,-0.0496
Thu Sep 08 2022 14:20:00 GMT+0530 (India Standard Time),17748.45,17760.8,17748.4,17759.2,0.06,0.06,0,17743.96,17668.45,17709.96,59.6,Thu,Sep,08,2022,14:20:00,0.0605,-0.0699
Thu Sep 08 2022 14:25:00 GMT+0530 (India Standard Time),17759.6,17771.7,17759.2,17771.05,0.07,0.07,0,17743.83,17669.14,17717.64,63.99,Thu,Sep,08,2022,14:25:00,0.0644,-0.0704
Thu Sep 08 2022 14:30:00 GMT+0530 (India Standard Time),17771.1,17778.95,17764.35,17777.0,0.03,0.03,0,17744.01,17669.95,17729.69,65.98,Thu,Sep,08,2022,14:30:00,0.0332,-0.0822
Thu Sep 08 2022 14:35:00 GMT+0530 (India Standard Time),17777.25,17780.3,17766.75,17772.75,-0.02,-0.02,0,17744.18,17670.81,17735.52,63.28,Thu,Sep,08,2022,14:35:00,-0.0253,-0.0763
Thu Sep 08 2022 14:40:00 GMT+0530 (India Standard Time),17773.2,17784.8,17772.65,17779.7,0.04,0.04,0,17744.52,17671.76,17735.52,65.75,Thu,Sep,08,2022,14:40:00,0.0366,-0.0684
Thu Sep 08 2022 14:45:00 GMT+0530 (India Standard Time),17780.35,17785.5,17777.1,17784.65,0.03,0.03,0,17744.98,17672.64,17738.5,67.43,Thu,Sep,08,2022,14:45:00,0.0242,-0.0473
Thu Sep 08 2022 14:50:00 GMT+0530 (India Standard Time),17784.7,17800.7,17783.65,17791.95,0.04,0.04,0,17745.96,17673.57,17744.21,69.78,Thu,Sep,08,2022,14:50:00,0.0407,-0.0959
Thu Sep 08 2022 14:55:00 GMT+0530 (India Standard Time),17793.55,17804.3,17793.2,17796.0,0.02,0.02,0,17747.01,17674.44,17751.0,71.03,Thu,Sep,08,2022,14:55:00,0.0138,-0.0624
Thu Sep 08 2022 15:00:00 GMT+0530 (India Standard Time),17795.4,17806.2,17791.3,17798.8,0.02,0.02,0,17748.1,17675.34,17755.23,71.9,Thu,Sep,08,2022,15:00:00,0.0191,-0.0837
Thu Sep 08 2022 15:05:00 GMT+0530 (India Standard Time),17799.8,17806.75,17789.0,17804.5,0.03,0.03,0,17749.17,17676.19,17757.85,73.62,Thu,Sep,08,2022,15:05:00,0.0264,-0.0998
Thu Sep 08 2022 15:10:00 GMT+0530 (India Standard Time),17804.8,17806.95,17792.55,17796.35,-0.05,-0.05,0,17750.05,17677.0,17762.96,67.26,Thu,Sep,08,2022,15:10:00,-0.0475,-0.0809
Thu Sep 08 2022 15:15:00 GMT+0530 (India Standard Time),17796.1,17800.6,17790.5,17797.05,0.0,0.0,0,17750.86,17677.66,17762.96,67.52,Thu,Sep,08,2022,15:15:00,0.0053,-0.0568
Thu Sep 08 2022 15:20:00 GMT+0530 (India Standard Time),17796.4,17801.45,17790.55,17796.2,0.0,0.0,0,17751.86,17678.3,17762.96,66.82,Thu,Sep,08,2022,15:20:00,-0.0011,-0.0613
Thu Sep 08 2022 15:25:00 GMT+0530 (India Standard Time),17796.4,17804.5,17795.05,17800.1,0.02,0.02,0,17753.23,17678.97,17762.96,68.43,Thu,Sep,08,2022,15:25:00,0.0208,-0.0531
Fri Sep 09 2022 09:15:00 GMT+0530 (India Standard Time),17923.35,17925.3,17889.35,17900.7,0.57,0.57,0,17756.53,17680.2,17762.96,86.51,Fri,Sep,09,2022,09:15:00,-0.1265,-0.201
Fri Sep 09 2022 09:20:00 GMT+0530 (India Standard Time),17900.5,17905.05,17881.9,17891.15,-0.05,-0.05,0,17759.61,17681.38,17844.63,81.73,Fri,Sep,09,2022,09:20:00,-0.0523,-0.1295
Fri Sep 09 2022 09:25:00 GMT+0530 (India Standard Time),17892.35,17898.9,17884.2,17891.95,0.0,0.0,0,17762.78,17682.58,17844.63,81.82,Fri,Sep,09,2022,09:25:00,-0.0022,-0.0822
Fri Sep 09 2022 09:30:00 GMT+0530 (India Standard Time),17891.6,17899.65,17871.95,17875.2,-0.09,-0.09,0,17765.64,17683.67,17844.63,73.58,Fri,Sep,09,2022,09:30:00,-0.0917,-0.155
Fri Sep 09 2022 09:35:00 GMT+0530 (India Standard Time),17874.25,17880.0,17868.75,17876.25,0.01,0.01,0,17768.28,17684.69,17844.63,73.76,Fri,Sep,09,2022,09:35:00,0.0112,-0.063
Fri Sep 09 2022 09:40:00 GMT+0530 (India Standard Time),17875.3,17894.25,17870.85,17894.25,0.1,0.1,0,17771.18,17685.82,17844.63,76.67,Fri,Sep,09,2022,09:40:00,0.1059,-0.1309
Fri Sep 09 2022 09:45:00 GMT+0530 (India Standard Time),17893.1,17897.2,17881.05,17883.45,-0.06,-0.06,0,17773.76,17686.89,17844.63,71.54,Fri,Sep,09,2022,09:45:00,-0.054,-0.0903
Fri Sep 09 2022 09:50:00 GMT+0530 (India Standard Time),17883.95,17893.35,17881.8,17890.9,0.04,0.04,0,17776.56,17687.89,17844.63,72.89,Fri,Sep,09,2022,09:50:00,0.0388,-0.0646
Fri Sep 09 2022 09:55:00 GMT+0530 (India Standard Time),17890.5,17896.85,17883.1,17896.1,0.03,0.03,0,17779.35,17688.91,17844.63,73.82,Fri,Sep,09,2022,09:55:00,0.0313,-0.0769
Fri Sep 09 2022 10:00:00 GMT+0530 (India Standard Time),17896.25,17903.85,17894.0,17901.35,0.03,0.03,0,17782.46,17689.97,17844.63,74.76,Fri,Sep,09,2022,10:00:00,0.0285,-0.055
Fri Sep 09 2022 10:05:00 GMT+0530 (India Standard Time),17901.6,17908.2,17900.8,17905.6,0.02,0.02,0,17785.54,17691.08,17847.75,75.53,Fri,Sep,09,2022,10:05:00,0.0223,-0.0413
Fri Sep 09 2022 10:10:00 GMT+0530 (India Standard Time),17905.95,17908.75,17894.2,17894.3,-0.06,-0.06,0,17788.42,17692.09,17853.49,69.48,Fri,Sep,09,2022,10:10:00,-0.0651,-0.0813
Fri Sep 09 2022 10:15:00 GMT+0530 (India Standard Time),17891.6,17908.35,17891.25,17907.9,0.08,0.08,0,17791.77,17693.13,17853.49,72.35,Fri,Sep,09,2022,10:15:00,0.091,-0.0956
Fri Sep 09 2022 10:20:00 GMT+0530 (India Standard Time),17908.05,17914.7,17908.05,17909.7,0.01,0.01,0,17795.12,17694.19,17856.21,72.71,Fri,Sep,09,2022,10:20:00,0.0092,-0.0371
Fri Sep 09 2022 10:25:00 GMT+0530 (India Standard Time),17909.65,17910.4,17902.8,17903.6,-0.03,-0.03,0,17798.22,17695.17,17859.5,69.37,Fri,Sep,09,2022,10:25:00,-0.0338,-0.0425
Fri Sep 09 2022 10:30:00 GMT+0530 (India Standard Time),17903.15,17913.35,17903.15,17912.9,0.05,0.05,0,17801.28,17696.22,17859.5,71.52,Fri,Sep,09,2022,10:30:00,0.0544,-0.057
Fri Sep 09 2022 10:35:00 GMT+0530 (India Standard Time),17912.5,17919.45,17909.65,17911.65,-0.01,-0.01,0,17804.49,17697.24,17864.88,70.8,Fri,Sep,09,2022,10:35:00,-0.0047,-0.0547
Fri Sep 09 2022 10:40:00 GMT+0530 (India Standard Time),17911.9,17912.9,17893.5,17894.85,-0.09,-0.09,0,17807.47,17698.2,17864.88,61.79,Fri,Sep,09,2022,10:40:00,-0.0953,-0.1084
Fri Sep 09 2022 10:45:00 GMT+0530 (India Standard Time),17894.35,17895.95,17887.25,17890.8,-0.02,-0.02,0,17810.63,17699.09,17864.88,59.81,Fri,Sep,09,2022,10:45:00,-0.0198,-0.0486
Fri Sep 09 2022 10:50:00 GMT+0530 (India Standard Time),17891.6,17891.95,17885.2,17890.6,0.0,0.0,0,17814.29,17700.01,17864.88,59.71,Fri,Sep,09,2022,10:50:00,-0.0056,-0.0377
Fri Sep 09 2022 10:55:00 GMT+0530 (India Standard Time),17890.8,17899.8,17890.1,17899.5,0.05,0.05,0,17818.06,17701.01,17864.88,62.74,Fri,Sep,09,2022,10:55:00,0.0486,-0.0542
Fri Sep 09 2022 11:00:00 GMT+0530 (India Standard Time),17898.5,17899.9,17887.95,17888.45,-0.06,-0.06,0,17821.61,17702.03,17864.88,57.01,Fri,Sep,09,2022,11:00:00,-0.0562,-0.0668
Fri Sep 09 2022 11:05:00 GMT+0530 (India Standard Time),17889.05,17889.8,17879.8,17886.2,-0.01,-0.01,0,17824.87,17702.99,17864.88,55.89,Fri,Sep,09,2022,11:05:00,-0.0159,-0.0559
Fri Sep 09 2022 11:10:00 GMT+0530 (India Standard Time),17886.4,17889.25,17880.2,17883.45,-0.02,-0.02,0,17827.84,17703.96,17864.88,54.48,Fri,Sep,09,2022,11:10:00,-0.0165,-0.0506
Fri Sep 09 2022 11:15:00 GMT+0530 (India Standard Time),17883.65,17884.55,17868.0,17873.6,-0.06,-0.05,0,17830.57,17704.86,17864.88,49.65,Fri,Sep,09,2022,11:15:00,-0.0562,-0.0926
Fri Sep 09 2022 11:20:00 GMT+0530 (India Standard Time),17873.85,17876.55,17864.05,17866.65,-0.04,-0.04,0,17833.06,17705.7,17864.88,46.51,Fri,Sep,09,2022,11:20:00,-0.0403,-0.07
Fri Sep 09 2022 11:25:00 GMT+0530 (India Standard Time),17866.95,17882.0,17865.2,17880.6,0.08,0.08,0,17835.94,17706.55,17864.88,52.93,Fri,Sep,09,2022,11:25:00,0.0763,-0.094
Fri Sep 09 2022 11:30:00 GMT+0530 (India Standard Time),17880.95,17881.8,17871.8,17872.1,-0.05,-0.05,0,17838.52,17707.44,17864.88,49.07,Fri,Sep,09,2022,11:30:00,-0.0495,-0.056
Fri Sep 09 2022 11:35:00 GMT+0530 (India Standard Time),17871.95,17873.4,17860.6,17866.75,-0.03,-0.03,0,17841.01,17708.31,17864.88,46.76,Fri,Sep,09,2022,11:35:00,-0.0291,-0.0717
Fri Sep 09 2022 11:40:00 GMT+0530 (India Standard Time),17867.05,17867.4,17853.3,17858.5,-0.05,-0.05,0,17843.47,17709.21,17864.88,43.36,Fri,Sep,09,2022,11:40:00,-0.0479,-0.079
Fri Sep 09 2022 11:45:00 GMT+0530 (India Standard Time),17858.85,17864.35,17852.55,17853.9,-0.03,-0.03,0,17846.11,17710.06,17900.83,41.55,Fri,Sep,09,2022,11:45:00,-0.0277,-0.0661
Fri Sep 09 2022 11:50:00 GMT+0530 (India Standard Time),17853.5,17865.2,17853.2,17862.4,0.05,0.05,0,17848.78,17710.89,17895.9,46.04,Fri,Sep,09,2022,11:50:00,0.0498,-0.0672
Fri Sep 09 2022 11:55:00 GMT+0530 (India Standard Time),17863.0,17867.7,17859.2,17860.9,-0.01,-0.01,0,17850.99,17711.76,17895.9,45.37,Fri,Sep,09,2022,11:55:00,-0.0118,-0.0476
Fri Sep 09 2022 12:00:00 GMT+0530 (India Standard Time),17860.7,17862.05,17838.0,17840.15,-0.12,-0.12,0,17852.74,17712.5,17895.9,37.37,Fri,Sep,09,2022,12:00:00,-0.1152,-0.1348
Fri Sep 09 2022 12:05:00 GMT+0530 (India Standard Time),17840.25,17847.4,17836.9,17841.95,0.01,0.01,0,17854.65,17713.22,17882.58,38.38,Fri,Sep,09,2022,12:05:00,0.0095,-0.0589
Fri Sep 09 2022 12:10:00 GMT+0530 (India Standard Time),17841.4,17844.55,17824.9,17824.9,-0.1,-0.1,0,17856.17,17713.91,17882.58,32.94,Fri,Sep,09,2022,12:10:00,-0.0926,-0.1102
Fri Sep 09 2022 12:15:00 GMT+0530 (India Standard Time),17824.8,17843.6,17822.4,17841.95,0.1,0.1,0,17857.82,17714.64,17867.62,41.83,Fri,Sep,09,2022,12:15:00,0.0961,-0.119
Fri Sep 09 2022 12:20:00 GMT+0530 (India Standard Time),17841.8,17842.8,17833.85,17834.3,-0.04,-0.04,0,17859.09,17715.29,17867.62,39.31,Fri,Sep,09,2022,12:20:00,-0.0421,-0.0502
Fri Sep 09 2022 12:25:00 GMT+0530 (India Standard Time),17834.5,17834.8,17816.75,17825.05,-0.05,-0.05,0,17860.05,17715.96,17867.62,36.45,Fri,Sep,09,2022,12:25:00,-0.053,-0.1013
Fri Sep 09 2022 12:30:00 GMT+0530 (India Standard Time),17824.45,17837.7,17821.0,17836.85,0.07,0.07,0,17861.33,17716.82,17867.62,42.22,Fri,Sep,09,2022,12:30:00,0.0695,-0.0937
Fri Sep 09 2022 12:35:00 GMT+0530 (India Standard Time),17837.5,17852.1,17836.6,17846.6,0.05,0.05,0,17862.67,17717.84,17867.62,46.54,Fri,Sep,09,2022,12:35:00,0.051,-0.0869
Fri Sep 09 2022 12:40:00 GMT+0530 (India Standard Time),17846.7,17859.95,17846.7,17859.1,0.07,0.07,0,17864.16,17718.83,17867.62,51.54,Fri,Sep,09,2022,12:40:00,0.0694,-0.0742
Fri Sep 09 2022 12:45:00 GMT+0530 (India Standard Time),17858.85,17861.25,17849.95,17850.55,-0.05,-0.05,0,17865.33,17719.77,17867.62,48.22,Fri,Sep,09,2022,12:45:00,-0.0465,-0.0633
Fri Sep 09 2022 12:50:00 GMT+0530 (India Standard Time),17850.8,17855.95,17844.85,17845.0,-0.03,-0.03,0,17866.31,17720.73,17867.62,46.14,Fri,Sep,09,2022,12:50:00,-0.0325,-0.0622
Fri Sep 09 2022 12:55:00 GMT+0530 (India Standard Time),17845.2,17855.8,17844.0,17852.8,0.04,0.04,0,17867.39,17721.69,17867.62,49.44,Fri,Sep,09,2022,12:55:00,0.0426,-0.0661
Fri Sep 09 2022 13:00:00 GMT+0530 (India Standard Time),17853.2,17860.05,17832.9,17834.1,-0.1,-0.1,0,17867.98,17722.5,17867.62,42.69,Fri,Sep,09,2022,13:00:00,-0.1071,-0.1522
Fri Sep 09 2022 13:05:00 GMT+0530 (India Standard Time),17834.8,17839.6,17827.25,17838.05,0.02,0.02,0,17868.82,17723.43,17867.62,44.41,Fri,Sep,09,2022,13:05:00,0.0182,-0.0693
Fri Sep 09 2022 13:10:00 GMT+0530 (India Standard Time),17838.65,17839.8,17829.45,17829.45,-0.05,-0.05,0,17869.47,17724.32,17867.62,41.48,Fri,Sep,09,2022,13:10:00,-0.0516,-0.0581
Fri Sep 09 2022 13:15:00 GMT+0530 (India Standard Time),17829.9,17837.45,17820.1,17826.4,-0.02,-0.02,0,17870.07,17725.2,17867.62,40.46,Fri,Sep,09,2022,13:15:00,-0.0196,-0.0974
Fri Sep 09 2022 13:20:00 GMT+0530 (India Standard Time),17826.35,17829.35,17799.95,17799.95,-0.15,-0.15,0,17870.07,17725.94,17867.62,32.91,Fri,Sep,09,2022,13:20:00,-0.1483,-0.1652
Fri Sep 09 2022 13:25:00 GMT+0530 (India Standard Time),17800.3,17812.85,17786.15,17812.2,0.07,0.07,0,17868.3,17727.2,17845.8,38.62,Fri,Sep,09,2022,13:25:00,0.0668,-0.1501
Fri Sep 09 2022 13:30:00 GMT+0530 (India Standard Time),17812.15,17818.3,17806.45,17817.15,0.03,0.03,0,17866.82,17728.38,17845.8,40.82,Fri,Sep,09,2022,13:30:00,0.0281,-0.0665
Fri Sep 09 2022 13:35:00 GMT+0530 (India Standard Time),17817.1,17827.0,17807.15,17813.75,-0.02,-0.02,0,17865.25,17729.6,17845.8,39.77,Fri,Sep,09,2022,13:35:00,-0.0188,-0.1115
Fri Sep 09 2022 13:40:00 GMT+0530 (India Standard Time),17813.5,17820.2,17805.55,17819.3,0.03,0.03,0,17864.13,17730.92,17845.8,42.38,Fri,Sep,09,2022,13:40:00,0.0325,-0.0823
Fri Sep 09 2022 13:45:00 GMT+0530 (India Standard Time),17818.6,17838.55,17818.6,17837.25,0.1,0.1,0,17863.35,17732.19,17845.8,49.93,Fri,Sep,09,2022,13:45:00,0.1046,-0.112
Fri Sep 09 2022 13:50:00 GMT+0530 (India Standard Time),17837.15,17850.0,17837.15,17841.75,0.03,0.03,0,17862.31,17733.51,17845.8,51.64,Fri,Sep,09,2022,13:50:00,0.0258,-0.072
Fri Sep 09 2022 13:55:00 GMT+0530 (India Standard Time),17841.95,17849.2,17836.05,17848.65,0.04,0.04,0,17861.61,17734.88,17845.8,54.23,Fri,Sep,09,2022,13:55:00,0.0375,-0.0737
Fri Sep 09 2022 14:00:00 GMT+0530 (India Standard Time),17847.9,17855.3,17838.65,17844.55,-0.02,-0.02,0,17860.68,17736.22,17801.54,52.44,Fri,Sep,09,2022,14:00:00,-0.0188,-0.0933
Fri Sep 09 2022 14:05:00 GMT+0530 (India Standard Time),17844.9,17849.4,17842.1,17842.1,-0.01,-0.01,0,17859.6,17737.59,17801.54,51.34,Fri,Sep,09,2022,14:05:00,-0.0157,-0.0409
Fri Sep 09 2022 14:10:00 GMT+0530 (India Standard Time),17842.75,17847.6,17831.55,17846.85,0.03,0.03,0,17858.51,17738.9,17801.54,53.37,Fri,Sep,09,2022,14:10:00,0.023,-0.09
Fri Sep 09 2022 14:15:00 GMT+0530 (India Standard Time),17846.3,17858.75,17841.5,17853.5,0.04,0.04,0,17857.47,17740.24,17801.54,56.13,Fri,Sep,09,2022,14:15:00,0.0403,-0.0967
Fri Sep 09 2022 14:20:00 GMT+0530 (India Standard Time),17854.05,17861.95,17852.4,17859.75,0.04,0.04,0,17856.78,17741.65,17807.09,58.61,Fri,Sep,09,2022,14:20:00,0.0319,-0.0535
Fri Sep 09 2022 14:25:00 GMT+0530 (India Standard Time),17859.65,17861.75,17852.7,17855.95,-0.02,-0.02,0,17855.74,17743.06,17814.19,56.52,Fri,Sep,09,2022,14:25:00,-0.0207,-0.0507
Fri Sep 09 2022 14:30:00 GMT+0530 (India Standard Time),17856.25,17858.5,17833.8,17841.55,-0.08,-0.08,0,17854.38,17744.43,17814.19,49.34,Fri,Sep,09,2022,14:30:00,-0.0824,-0.1385
Fri Sep 09 2022 14:35:00 GMT+0530 (India Standard Time),17842.05,17856.5,17842.05,17856.1,0.08,0.08,0,17853.43,17745.8,17814.19,55.49,Fri,Sep,09,2022,14:35:00,0.0787,-0.081
Fri Sep 09 2022 14:40:00 GMT+0530 (India Standard Time),17856.4,17862.9,17852.65,17857.55,0.01,0.01,0,17852.32,17747.2,17814.19,56.06,Fri,Sep,09,2022,14:40:00,0.0064,-0.0574
Fri Sep 09 2022 14:45:00 GMT+0530 (India Standard Time),17858.8,17862.55,17852.15,17856.0,-0.01,-0.01,0,17851.21,17748.63,17814.19,55.24,Fri,Sep,09,2022,14:45:00,-0.0157,-0.0583
Fri Sep 09 2022 14:50:00 GMT+0530 (India Standard Time),17855.6,17868.3,17855.6,17857.45,0.01,0.01,0,17850.46,17750.09,17814.19,55.89,Fri,Sep,09,2022,14:50:00,0.0104,-0.0711
Fri Sep 09 2022 14:55:00 GMT+0530 (India Standard Time),17857.4,17861.65,17848.4,17856.85,0.0,0.0,0,17849.78,17751.51,17814.19,55.53,Fri,Sep,09,2022,14:55:00,-0.0031,-0.0742
Fri Sep 09 2022 15:00:00 GMT+0530 (India Standard Time),17858.9,17867.4,17840.6,17850.3,-0.04,-0.04,0,17848.97,17752.99,17814.19,51.64,Fri,Sep,09,2022,15:00:00,-0.0482,-0.1502
Fri Sep 09 2022 15:05:00 GMT+0530 (India Standard Time),17851.3,17855.9,17849.1,17851.15,0.0,0.0,0,17848.01,17754.51,17814.19,52.11,Fri,Sep,09,2022,15:05:00,-0.0008,-0.0381
Fri Sep 09 2022 15:10:00 GMT+0530 (India Standard Time),17851.1,17854.4,17837.45,17838.85,-0.07,-0.07,0,17847.02,17755.95,17814.19,45.26,Fri,Sep,09,2022,15:10:00,-0.0687,-0.095
Fri Sep 09 2022 15:15:00 GMT+0530 (India Standard Time),17839.75,17839.75,17820.05,17823.45,-0.09,-0.09,0,17845.76,17757.3,17814.19,38.45,Fri,Sep,09,2022,15:15:00,-0.0915,-0.1105
Fri Sep 09 2022 15:20:00 GMT+0530 (India Standard Time),17823.25,17823.5,17809.7,17814.25,-0.05,-0.05,0,17844.38,17758.68,17814.19,35.05,Fri,Sep,09,2022,15:20:00,-0.0505,-0.0775
Fri Sep 09 2022 15:25:00 GMT+0530 (India Standard Time),17812.4,17833.2,17810.4,17829.3,0.08,0.08,0,17843.49,17760.08,17814.19,43.8,Fri,Sep,09,2022,15:25:00,0.0948,-0.128
Mon Sep 12 2022 09:15:00 GMT+0530 (India Standard Time),17890.85,17924.75,17890.85,17920.7,0.51,0.51,0,17844.57,17761.95,17814.19,70.11,Mon,Sep,12,2022,09:15:00,0.1666,-0.1895
Mon Sep 12 2022 09:20:00 GMT+0530 (India Standard Time),17920.35,17923.6,17892.55,17907.3,-0.07,-0.07,0,17845.11,17763.72,17862.79,65.28,Mon,Sep,12,2022,09:20:00,-0.0729,-0.1735
Mon Sep 12 2022 09:25:00 GMT+0530 (India Standard Time),17907.3,17921.85,17893.65,17915.25,0.04,0.04,0,17845.97,17765.46,17862.79,66.75,Mon,Sep,12,2022,09:25:00,0.0444,-0.1576
Mon Sep 12 2022 09:30:00 GMT+0530 (India Standard Time),17915.3,17919.7,17894.15,17914.05,-0.01,-0.01,0,17846.91,17767.23,17862.79,66.29,Mon,Sep,12,2022,09:30:00,-0.007,-0.1428
Mon Sep 12 2022 09:35:00 GMT+0530 (India Standard Time),17913.3,17933.9,17912.7,17930.8,0.09,0.09,0,17848.36,17769.04,17862.79,69.42,Mon,Sep,12,2022,09:35:00,0.0976,-0.1184
Mon Sep 12 2022 09:40:00 GMT+0530 (India Standard Time),17930.7,17941.7,17929.6,17937.05,0.03,0.03,0,17850.02,17770.82,17869.17,70.52,Mon,Sep,12,2022,09:40:00,0.0354,-0.0675
Mon Sep 12 2022 09:45:00 GMT+0530 (India Standard Time),17937.0,17946.55,17935.15,17936.35,0.0,0.0,0,17851.5,17772.48,17876.62,70.21,Mon,Sep,12,2022,09:45:00,-0.0036,-0.0636
Mon Sep 12 2022 09:50:00 GMT+0530 (India Standard Time),17936.5,17955.55,17933.8,17950.1,0.08,0.08,0,17853.29,17774.21,17877.17,72.7,Mon,Sep,12,2022,09:50:00,0.0758,-0.1213
Mon Sep 12 2022 09:55:00 GMT+0530 (India Standard Time),17949.3,17953.7,17940.05,17942.25,-0.04,-0.04,0,17855.33,17775.91,17890.63,69.15,Mon,Sep,12,2022,09:55:00,-0.0393,-0.0761
Mon Sep 12 2022 10:00:00 GMT+0530 (India Standard Time),17942.6,17959.25,17940.65,17954.75,0.07,0.07,0,17857.58,17777.67,17890.63,71.54,Mon,Sep,12,2022,10:00:00,0.0677,-0.1037
Mon Sep 12 2022 10:05:00 GMT+0530 (India Standard Time),17955.1,17960.25,17949.05,17954.05,0.0,0.0,0,17860.17,17779.37,17896.3,71.2,Mon,Sep,12,2022,10:05:00,-0.0058,-0.0624
