Date,Open,High,Low,Close,% Change,% Change vs Average,Volume,"MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (200,ma,0)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)",RSI ‌rsi‌ (14),Day,Month,Dt,Year,Time,OpenClose,HighLow
Mon Sep 05 2022 10:00:00 GMT+0530 (India Standard Time),17634.35,17641.65,17631.95,17638.6,0.02,0.02,0,17583.45,17592.91,17570.49,63.03,Mon,Sep,05,2022,10:00:00,0.0241,-0.055
Mon Sep 05 2022 10:05:00 GMT+0530 (India Standard Time),17638.9,17652.4,17636.9,17652.35,0.08,0.08,0,17585.39,17593.26,17573.65,65.88,Mon,Sep,05,2022,10:05:00,0.0762,-0.0879
Mon Sep 05 2022 10:10:00 GMT+0530 (India Standard Time),17653.45,17657.55,17645.5,17648.15,-0.02,-0.02,0,17587.15,17593.61,17588.28,64.25,Mon,Sep,05,2022,10:10:00,-0.03,-0.0683
Mon Sep 05 2022 10:15:00 GMT+0530 (India Standard Time),17648.85,17654.1,17642.05,17642.05,-0.03,-0.03,0,17588.61,17593.87,17588.28,61.86,Mon,Sep,05,2022,10:15:00,-0.0385,-0.0683
Mon Sep 05 2022 10:20:00 GMT+0530 (India Standard Time),17642.25,17657.15,17641.8,17653.0,0.06,0.06,0,17590.23,17594.18,17588.28,64.42,Mon,Sep,05,2022,10:20:00,0.0609,-0.087
Mon Sep 05 2022 10:25:00 GMT+0530 (India Standard Time),17653.2,17657.25,17649.9,17653.75,0.0,0.0,0,17592.0,17594.47,17592.26,64.6,Mon,Sep,05,2022,10:25:00,0.0031,-0.0416
Mon Sep 05 2022 10:30:00 GMT+0530 (India Standard Time),17653.15,17654.6,17638.25,17653.5,0.0,0.0,0,17593.96,17594.76,17594.85,64.48,Mon,Sep,05,2022,10:30:00,0.002,-0.0927
Mon Sep 05 2022 10:35:00 GMT+0530 (India Standard Time),17653.2,17653.2,17632.2,17632.2,-0.12,-0.12,0,17595.25,17594.92,17595.07,55.5,Mon,Sep,05,2022,10:35:00,-0.1191,-0.1191
Mon Sep 05 2022 10:40:00 GMT+0530 (India Standard Time),17632.5,17646.9,17630.35,17640.0,0.04,0.04,0,17596.77,17595.02,17595.07,57.81,Mon,Sep,05,2022,10:40:00,0.0425,-0.0939
Mon Sep 05 2022 10:45:00 GMT+0530 (India Standard Time),17641.0,17650.0,17640.8,17647.0,0.04,0.04,0,17598.29,17595.17,17595.07,59.84,Mon,Sep,05,2022,10:45:00,0.034,-0.0522
Mon Sep 05 2022 10:50:00 GMT+0530 (India Standard Time),17647.05,17649.9,17641.15,17641.15,-0.03,-0.03,0,17599.57,17595.27,17595.07,57.36,Mon,Sep,05,2022,10:50:00,-0.0334,-0.0496
Mon Sep 05 2022 10:55:00 GMT+0530 (India Standard Time),17641.05,17641.95,17625.25,17626.75,-0.08,-0.08,0,17600.67,17595.25,17595.07,51.69,Mon,Sep,05,2022,10:55:00,-0.0811,-0.0948
Mon Sep 05 2022 11:00:00 GMT+0530 (India Standard Time),17627.4,17633.75,17618.7,17628.8,0.01,0.01,0,17601.68,17595.24,17595.07,52.41,Mon,Sep,05,2022,11:00:00,0.0079,-0.0854
Mon Sep 05 2022 11:05:00 GMT+0530 (India Standard Time),17629.65,17643.35,17628.15,17642.5,0.08,0.08,0,17602.81,17595.28,17595.07,57.03,Mon,Sep,05,2022,11:05:00,0.0728,-0.0862
Mon Sep 05 2022 11:10:00 GMT+0530 (India Standard Time),17643.0,17643.35,17625.95,17633.35,-0.05,-0.05,0,17603.64,17595.23,17595.07,53.31,Mon,Sep,05,2022,11:10:00,-0.0547,-0.0987
Mon Sep 05 2022 11:15:00 GMT+0530 (India Standard Time),17631.55,17634.3,17623.75,17624.7,-0.05,-0.05,0,17604.43,17595.15,17595.07,49.99,Mon,Sep,05,2022,11:15:00,-0.0389,-0.0599
Mon Sep 05 2022 11:20:00 GMT+0530 (India Standard Time),17624.95,17630.95,17622.5,17629.75,0.03,0.03,0,17605.3,17595.11,17595.07,51.88,Mon,Sep,05,2022,11:20:00,0.0272,-0.048
Mon Sep 05 2022 11:25:00 GMT+0530 (India Standard Time),17629.15,17634.75,17618.75,17625.15,-0.03,-0.03,0,17606.0,17594.96,17595.07,50.03,Mon,Sep,05,2022,11:25:00,-0.0227,-0.0908
Mon Sep 05 2022 11:30:00 GMT+0530 (India Standard Time),17625.45,17627.85,17619.1,17627.45,0.01,0.01,0,17606.9,17594.82,17595.07,50.97,Mon,Sep,05,2022,11:30:00,0.0113,-0.0497
Mon Sep 05 2022 11:35:00 GMT+0530 (India Standard Time),17628.2,17631.75,17625.35,17627.45,0.0,0.0,0,17607.86,17594.61,17595.07,50.97,Mon,Sep,05,2022,11:35:00,-0.0043,-0.0363
Mon Sep 05 2022 11:40:00 GMT+0530 (India Standard Time),17626.9,17638.3,17625.5,17633.95,0.04,0.04,0,17608.69,17594.45,17595.07,53.82,Mon,Sep,05,2022,11:40:00,0.04,-0.0726
Mon Sep 05 2022 11:45:00 GMT+0530 (India Standard Time),17633.7,17643.65,17631.75,17642.25,0.05,0.05,0,17609.76,17594.41,17595.07,57.24,Mon,Sep,05,2022,11:45:00,0.0485,-0.0675
